p H,DO,EC,WT,BOD,COD,TOC,Chla,SS,TN, T P,NH3N,PO4P,Flow,logTC,logFC
7.5 ,8.3 ,275 ,26.3 ,4.8 ,6.9 ,5.1 ,64.4 ,16.0 ,4.433 ,0.213 ,1.244 ,0.090 ,22.493 ,3.5563 ,2.9138 
6.9 ,4.7 ,256 ,24.7 ,5.0 ,6.7 ,5.0 ,28.6 ,8.4 ,3.739 ,0.255 ,1.553 ,0.131 ,22.713 ,4.5502 ,4.0569 
7.6 ,11.8 ,324 ,23.9 ,4.5 ,7.5 ,5.4 ,95.2 ,10.0 ,4.331 ,0.118 ,0.949 ,0.006 ,17.484 ,3.8325 ,2.9542 
7.2 ,8.8 ,362 ,24.0 ,3.2 ,7.1 ,5.0 ,17.1 ,9.0 ,5.134 ,0.098 ,1.387 ,0.014 ,19.051 ,2.0414 ,1.5051 
7.0 ,6.9 ,346 ,23.2 ,4.8 ,7.0 ,5.4 ,11.4 ,7.2 ,4.743 ,0.139 ,1.824 ,0.046 ,19.796 ,2.7782 ,2.4914 
7.0 ,6.1 ,214 ,20.5 ,3.6 ,6.4 ,5.6 ,20.3 ,5.7 ,3.028 ,0.173 ,0.810 ,0.098 ,18.898 ,3.8573 ,3.2041 
7.4 ,12.7 ,329 ,19.9 ,5.2 ,7.9 ,5.3 ,71.2 ,15.6 ,4.853 ,0.143 ,0.878 ,0.008 ,18.458 ,2.6232 ,2.0792 
7.0 ,7.8 ,370 ,19.9 ,4.3 ,6.8 ,6.0 ,35.8 ,6.2 ,4.726 ,0.087 ,1.251 ,0.031 ,10.396 ,2.1139 ,1.6990 
6.7 ,8.9 ,340 ,19.9 ,4.2 ,7.2 ,6.5 ,27.9 ,10.2 ,5.449 ,0.067 ,1.318 ,0.018 ,10.835 ,1.9777 ,1.4771 
6.7 ,5.0 ,346 ,15.5 ,4.1 ,6.0 ,6.0 ,22.1 ,7.4 ,4.390 ,0.185 ,1.685 ,0.106 ,11.941 ,2.9638 ,2.0792 
6.7 ,5.5 ,453 ,16.9 ,5.4 ,6.9 ,6.1 ,29.1 ,4.9 ,7.329 ,0.289 ,2.655 ,0.064 ,16.946 ,4.6335 ,3.9345 
6.8 ,6.0 ,315 ,15.4 ,3.8 ,7.3 ,5.3 ,23.3 ,4.5 ,3.860 ,0.160 ,1.509 ,0.103 ,35.593 ,4.4771 ,3.9243 
6.6 ,6.7 ,283 ,14.5 ,3.4 ,6.3 ,3.6 ,17.6 ,6.6 ,4.466 ,0.172 ,1.356 ,0.098 ,20.330 ,3.6902 ,3.1139 
6.4 ,8.7 ,303 ,9.7 ,2.8 ,5.9 ,2.6 ,7.3 ,4.0 ,4.326 ,0.158 ,1.161 ,0.106 ,25.162 ,4.2788 ,3.1761 
6.6 ,8.0 ,413 ,8.8 ,2.4 ,5.4 ,2.5 ,5.2 ,2.9 ,5.380 ,0.222 ,1.742 ,0.118 ,23.150 ,4.3979 ,3.2041 
6.4 ,8.4 ,298 ,10.7 ,2.3 ,5.5 ,2.9 ,6.2 ,4.1 ,4.304 ,0.164 ,1.054 ,0.091 ,24.751 ,4.4771 ,3.2553 
6.8 ,10.3 ,348 ,8.0 ,1.8 ,4.6 ,2.5 ,10.1 ,2.4 ,5.033 ,0.176 ,0.850 ,0.087 ,25.525 ,3.7482 ,2.5798 
7.0 ,10.4 ,345 ,7.8 ,2.0 ,4.7 ,2.5 ,8.9 ,2.9 ,5.535 ,0.123 ,1.364 ,0.045 ,18.327 ,3.3802 ,2.0414 
6.8 ,11.8 ,406 ,7.7 ,2.3 ,4.9 ,4.5 ,16.9 ,6.1 ,5.535 ,0.081 ,1.432 ,0.024 ,15.070 ,3.2788 ,1.0000 
7.5 ,12.7 ,416 ,7.5 ,2.9 ,5.5 ,5.1 ,36.9 ,4.7 ,6.618 ,0.161 ,1.356 ,0.066 ,15.157 ,2.5682 ,1.2041 
7.4 ,13.6 ,462 ,7.0 ,2.9 ,6.0 ,5.8 ,38.9 ,5.5 ,7.880 ,0.140 ,1.884 ,0.033 ,15.212 ,2.6021 ,1.1461 
7.0 ,13.1 ,385 ,4.2 ,2.4 ,5.0 ,5.7 ,21.2 ,4.2 ,7.099 ,0.114 ,2.014 ,0.021 ,17.269 ,2.9191 ,2.3010 
6.7 ,11.3 ,371 ,4.2 ,4.2 ,6.5 ,5.6 ,13.3 ,8.7 ,4.747 ,0.232 ,1.387 ,0.125 ,23.687 ,4.1139 ,3.2304 
7.1 ,13.2 ,414 ,6.3 ,2.6 ,5.1 ,5.9 ,14.7 ,4.1 ,6.908 ,0.101 ,2.569 ,0.029 ,19.949 ,1.8195 ,0.3010 
7.2 ,10.2 ,294 ,8.8 ,3.8 ,6.0 ,6.1 ,16.0 ,14.8 ,4.372 ,0.167 ,1.383 ,0.070 ,33.585 ,4.1461 ,2.7782 
6.8 ,11.5 ,348 ,7.8 ,2.2 ,5.6 ,4.8 ,13.1 ,6.8 ,5.504 ,0.119 ,1.895 ,0.069 ,21.427 ,2.6990 ,0.6021 
7.5 ,13.9 ,350 ,7.3 ,4.5 ,5.9 ,5.0 ,44.5 ,8.7 ,5.608 ,0.149 ,1.575 ,0.067 ,18.047 ,2.3802 ,0.6021 
7.0 ,8.3 ,229 ,12.1 ,5.9 ,7.5 ,6.3 ,5.7 ,44.7 ,3.295 ,0.204 ,0.636 ,0.055 ,59.313 ,4.0000 ,2.9638 
6.7 ,12.6 ,287 ,8.3 ,2.6 ,6.1 ,5.1 ,15.6 ,8.7 ,4.760 ,0.180 ,1.393 ,0.086 ,19.616 ,3.2788 ,1.5441 
7.1 ,8.6 ,345 ,12.8 ,4.5 ,7.3 ,5.7 ,59.8 ,10.9 ,5.455 ,0.156 ,1.462 ,0.028 ,14.170 ,3.3979 ,1.8129 
8.0 ,12.2 ,407 ,13.0 ,6.3 ,8.7 ,7.1 ,104.5 ,13.6 ,5.908 ,0.164 ,1.753 ,0.014 ,14.129 ,2.4771 ,1.0000 
7.6 ,13.6 ,419 ,15.7 ,7.1 ,9.1 ,6.3 ,82.1 ,10.4 ,5.853 ,0.080 ,1.592 ,0.014 ,10.836 ,2.3010 ,0.6021 
7.7 ,10.0 ,283 ,16.3 ,6.6 ,9.2 ,6.5 ,107.0 ,11.4 ,3.405 ,0.162 ,0.693 ,0.026 ,18.359 ,3.7324 ,2.7559 
6.8 ,8.4 ,207 ,16.2 ,5.0 ,7.5 ,6.2 ,36.7 ,20.7 ,2.704 ,0.190 ,0.568 ,0.038 ,60.430 ,4.1139 ,3.5682 
6.5 ,7.9 ,227 ,18.0 ,2.7 ,5.6 ,4.4 ,31.2 ,8.5 ,3.369 ,0.116 ,0.701 ,0.022 ,27.434 ,3.6532 ,2.9912 
6.7 ,8.5 ,222 ,19.1 ,3.6 ,7.0 ,5.5 ,39.0 ,9.5 ,3.454 ,0.127 ,0.787 ,0.034 ,30.885 ,4.1139 ,2.8451 
6.2 ,8.3 ,260 ,19.4 ,3.4 ,6.3 ,5.5 ,49.0 ,9.1 ,4.222 ,0.134 ,1.181 ,0.049 ,23.409 ,3.7993 ,3.1761 
6.9 ,13.2 ,311 ,21.2 ,5.9 ,8.6 ,7.0 ,139.2 ,18.6 ,4.405 ,0.165 ,1.170 ,0.010 ,29.049 ,4.2553 ,3.7559 
7.5 ,10.9 ,314 ,23.8 ,4.6 ,7.7 ,5.7 ,51.5 ,6.9 ,4.273 ,0.149 ,1.479 ,0.059 ,20.929 ,2.4771 ,2.5051 
7.1 ,6.2 ,330 ,23.3 ,4.9 ,8.2 ,6.5 ,50.3 ,6.6 ,4.081 ,0.124 ,1.927 ,0.074 ,25.950 ,3.7709 ,3.0414 
6.4 ,5.9 ,288 ,22.4 ,3.8 ,7.3 ,7.2 ,22.7 ,6.8 ,4.041 ,0.133 ,1.409 ,0.065 ,29.292 ,4.0792 ,3.3617 
7.2 ,10.1 ,316 ,24.6 ,5.4 ,7.3 ,6.9 ,73.7 ,7.1 ,4.522 ,0.147 ,1.644 ,0.052 ,20.213 ,4.1139 ,1.6021 
7.0 ,7.5 ,309 ,25.4 ,3.4 ,8.7 ,6.8 ,57.5 ,7.6 ,4.097 ,0.126 ,1.453 ,0.049 ,30.302 ,3.6021 ,2.7782 
6.9 ,5.1 ,238 ,24.6 ,3.3 ,7.7 ,7.2 ,15.5 ,6.6 ,3.431 ,0.179 ,0.952 ,0.105 ,17.873 ,4.2041 ,3.3979 
6.6 ,6.7 ,152 ,23.1 ,3.4 ,6.6 ,5.7 ,2.3 ,16.1 ,2.790 ,0.176 ,0.498 ,0.076 ,149.717 ,4.9294 ,4.3424 
7.3 ,5.5 ,216 ,27.2 ,3.9 ,7.7 ,6.1 ,59.5 ,11.5 ,3.116 ,0.195 ,0.881 ,0.082 ,45.490 ,4.0000 ,3.5315 
6.5 ,5.3 ,243 ,25.5 ,4.0 ,5.9 ,6.0 ,39.4 ,8.1 ,3.496 ,0.144 ,1.536 ,0.104 ,26.433 ,4.1461 ,3.5798 
7.2 ,8.5 ,308 ,29.0 ,4.2 ,7.5 ,7.0 ,45.5 ,6.9 ,3.704 ,0.150 ,1.374 ,0.077 ,15.109 ,2.0000 ,1.3010 
6.7 ,2.6 ,380 ,30.1 ,4.7 ,8.3 ,7.4 ,39.7 ,7.9 ,4.616 ,0.147 ,2.216 ,0.082 ,16.343 ,2.7482 ,2.0792 
7.1 ,3.4 ,293 ,29.1 ,5.4 ,8.4 ,6.9 ,90.1 ,11.8 ,3.714 ,0.177 ,1.642 ,0.121 ,35.482 ,4.3424 ,3.8062 
6.9 ,4.1 ,312 ,30.1 ,4.1 ,9.0 ,7.1 ,69.5 ,8.2 ,3.728 ,0.219 ,1.557 ,0.130 ,21.121 ,3.5798 ,2.3010 
6.6 ,5.8 ,330 ,30.2 ,4.4 ,9.9 ,8.4 ,53.0 ,10.3 ,3.535 ,0.193 ,1.231 ,0.106 ,14.170 ,3.8808 ,2.7482 
6.8 ,5.5 ,271 ,25.4 ,3.8 ,7.5 ,6.8 ,52.8 ,10.3 ,3.634 ,0.286 ,1.697 ,0.144 ,23.971 ,4.2304 ,3.6990 
7.6 ,5.9 ,338 ,25.2 ,5.3 ,6.8 ,6.4 ,90.4 ,11.8 ,3.972 ,0.130 ,1.356 ,0.041 ,51.974 ,3.8692 ,3.2788 
6.3 ,5.0 ,314 ,25.3 ,4.7 ,7.5 ,5.5 ,31.9 ,9.0 ,3.884 ,0.135 ,1.691 ,0.078 ,25.412 ,4.0414 ,3.5441 
6.6 ,6.8 ,173 ,21.8 ,1.8 ,7.3 ,5.2 ,3.4 ,8.9 ,2.605 ,0.183 ,0.499 ,0.129 ,48.886 ,4.4472 ,3.4771 
7.6 ,9.4 ,280 ,23.5 ,4.6 ,6.4 ,5.6 ,72.2 ,6.7 ,3.991 ,0.158 ,0.759 ,0.060 ,20.164 ,3.4150 ,2.4771 
6.5 ,4.0 ,245 ,22.9 ,2.8 ,6.2 ,5.0 ,10.5 ,8.2 ,3.320 ,0.270 ,1.168 ,0.189 ,57.136 ,4.1761 ,3.8195 
6.7 ,7.2 ,178 ,17.9 ,2.3 ,5.9 ,4.6 ,6.6 ,13.5 ,2.633 ,0.124 ,0.509 ,0.104 ,40.004 ,4.8451 ,3.9731 
6.5 ,9.7 ,175 ,18.1 ,3.3 ,6.3 ,4.9 ,4.1 ,18.8 ,2.735 ,0.237 ,0.503 ,0.150 ,50.862 ,4.7160 ,4.1761 
6.4 ,7.3 ,282 ,19.0 ,3.6 ,5.2 ,3.8 ,12.3 ,6.7 ,3.925 ,0.137 ,1.047 ,0.061 ,23.850 ,3.8451 ,3.0792 
7.5 ,6.7 ,300 ,14.6 ,2.3 ,5.2 ,4.4 ,8.9 ,8.1 ,4.183 ,0.156 ,1.343 ,0.119 ,20.513 ,3.8451 ,3.1761 
6.6 ,9.8 ,352 ,14.0 ,3.5 ,5.8 ,4.3 ,34.4 ,4.8 ,5.935 ,0.140 ,1.584 ,0.077 ,16.128 ,3.2041 ,2.3424 
6.8 ,11.6 ,382 ,13.6 ,3.8 ,6.2 ,5.4 ,62.8 ,8.4 ,5.372 ,0.284 ,1.569 ,0.060 ,16.936 ,3.9138 ,3.1761 
7.2 ,11.2 ,405 ,14.3 ,4.7 ,7.9 ,6.3 ,65.9 ,9.0 ,6.583 ,0.132 ,2.093 ,0.039 ,14.320 ,4.1461 ,3.5441 
7.0 ,14.6 ,418 ,9.6 ,4.9 ,7.7 ,6.4 ,69.2 ,13.0 ,5.946 ,0.101 ,1.294 ,0.010 ,13.357 ,3.5051 ,2.5563 
6.8 ,9.1 ,433 ,9.0 ,3.7 ,6.9 ,5.6 ,34.1 ,7.7 ,6.528 ,0.153 ,2.339 ,0.064 ,12.983 ,3.6021 ,3.0000 
6.9 ,13.2 ,476 ,8.0 ,4.3 ,7.4 ,6.2 ,63.5 ,9.8 ,6.785 ,0.085 ,1.877 ,0.000 ,12.185 ,2.9031 ,1.9031 
7.1 ,11.8 ,422 ,7.4 ,3.9 ,7.1 ,5.9 ,40.3 ,7.5 ,6.895 ,0.090 ,1.651 ,0.006 ,13.503 ,2.8573 ,2.0000 
7.0 ,9.6 ,380 ,8.8 ,4.5 ,7.6 ,6.5 ,48.2 ,14.8 ,4.181 ,0.160 ,1.086 ,0.020 ,22.501 ,4.2553 ,3.0000 
7.4 ,11.1 ,420 ,6.2 ,3.3 ,6.5 ,5.8 ,26.4 ,5.0 ,5.900 ,0.142 ,1.744 ,0.057 ,15.287 ,3.6128 ,1.8451 
6.6 ,12.7 ,417 ,8.3 ,3.1 ,6.7 ,5.1 ,43.8 ,6.9 ,6.049 ,0.096 ,1.669 ,0.012 ,10.394 ,3.1461 ,1.3010 
6.8 ,14.6 ,404 ,5.3 ,4.3 ,7.9 ,5.6 ,45.9 ,14.4 ,5.963 ,0.106 ,1.416 ,0.000 ,12.311 ,3.0792 ,1.9031 
7.7 ,14.7 ,426 ,5.1 ,4.8 ,7.7 ,6.1 ,56.5 ,9.6 ,6.268 ,0.115 ,1.693 ,0.005 ,11.580 ,3.0414 ,1.6021 
6.5 ,12.4 ,495 ,5.7 ,4.3 ,7.0 ,5.9 ,41.8 ,8.9 ,8.056 ,0.109 ,2.937 ,0.019 ,11.850 ,1.9031 ,1.7782 
7.7 ,11.5 ,464 ,6.3 ,4.9 ,8.8 ,7.2 ,31.4 ,9.8 ,9.113 ,0.217 ,4.349 ,0.043 ,12.698 ,3.6335 ,1.6990 
7.6 ,14.6 ,485 ,6.1 ,5.9 ,9.2 ,8.4 ,99.0 ,14.2 ,8.256 ,0.113 ,3.867 ,0.024 ,13.329 ,3.2041 ,1.3424 
6.3 ,15.3 ,538 ,8.3 ,6.3 ,9.8 ,8.7 ,73.1 ,18.8 ,8.713 ,0.162 ,4.496 ,0.007 ,25.102 ,2.8921 ,1.3222 
7.1 ,13.7 ,404 ,7.4 ,5.0 ,8.5 ,6.7 ,73.7 ,16.0 ,4.608 ,0.122 ,1.336 ,0.004 ,16.855 ,3.7482 ,2.3617 
7.7 ,13.6 ,374 ,9.9 ,6.4 ,11.9 ,8.1 ,77.6 ,15.8 ,7.454 ,0.146 ,3.404 ,0.023 ,0.631 ,4.0000 ,2.1139 
7.8 ,16.0 ,438 ,10.2 ,6.0 ,11.4 ,8.3 ,53.1 ,11.0 ,7.831 ,0.092 ,3.840 ,0.004 ,15.758 ,2.0000 ,1.0000 
6.8 ,14.0 ,463 ,11.9 ,6.7 ,12.6 ,9.0 ,96.8 ,17.9 ,9.845 ,0.143 ,5.182 ,0.003 ,3.015 ,3.7482 ,2.0000 
7.7 ,15.6 ,437 ,12.4 ,7.9 ,13.7 ,9.7 ,177.9 ,19.4 ,7.939 ,0.103 ,4.229 ,0.040 ,0.252 ,3.7324 ,1.6021 
7.5 ,15.4 ,427 ,13.5 ,7.6 ,12.6 ,9.7 ,60.3 ,12.8 ,8.061 ,0.115 ,4.254 ,0.003 ,8.597 ,3.1461 ,1.3010 
6.5 ,9.1 ,324 ,17.0 ,6.8 ,11.0 ,8.3 ,29.0 ,9.9 ,4.446 ,0.184 ,1.903 ,0.070 ,17.676 ,3.6721 ,2.5315 
6.4 ,9.9 ,370 ,18.0 ,6.9 ,11.4 ,8.1 ,27.3 ,8.6 ,5.406 ,0.134 ,2.650 ,0.042 ,16.514 ,3.6021 ,2.0000 
6.8 ,7.5 ,354 ,17.7 ,7.7 ,11.7 ,8.6 ,20.3 ,8.4 ,6.695 ,0.203 ,3.385 ,0.059 ,10.862 ,3.0414 ,2.2788 
7.1 ,7.3 ,452 ,20.7 ,7.4 ,12.1 ,8.2 ,35.1 ,7.4 ,7.545 ,0.113 ,3.431 ,0.008 ,8.987 ,2.7782 ,2.4314 
7.1 ,7.2 ,439 ,20.5 ,7.1 ,11.8 ,8.3 ,27.6 ,7.3 ,7.208 ,0.224 ,4.001 ,0.123 ,8.628 ,1.7782 ,0.6990 
7.5 ,9.0 ,448 ,22.1 ,4.1 ,13.1 ,9.2 ,38.4 ,14.9 ,8.187 ,0.100 ,3.802 ,0.014 ,10.098 ,2.0000 ,0.3010 
7.1 ,10.8 ,440 ,22.9 ,4.9 ,13.2 ,10.1 ,39.5 ,14.3 ,6.821 ,0.095 ,3.190 ,0.008 ,11.010 ,2.0792 ,1.6532 
7.1 ,9.1 ,344 ,23.4 ,6.3 ,13.7 ,10.1 ,44.3 ,12.9 ,3.736 ,0.119 ,1.140 ,0.017 ,14.114 ,1.9542 ,1.7782 
6.9 ,7.9 ,334 ,23.3 ,7.9 ,12.6 ,9.5 ,94.6 ,12.6 ,4.005 ,0.103 ,1.257 ,0.003 ,9.578 ,2.2304 ,2.0000 
7.5 ,10.6 ,389 ,24.4 ,7.6 ,15.3 ,10.1 ,38.4 ,13.1 ,5.284 ,0.101 ,1.401 ,0.003 ,5.551 ,1.7782 ,0.3010 
6.7 ,4.4 ,338 ,25.4 ,5.8 ,14.6 ,11.3 ,43.9 ,16.0 ,5.176 ,0.099 ,2.312 ,0.000 ,63.749 ,1.9031 ,1.6532 
6.7 ,3.2 ,380 ,26.2 ,4.5 ,11.8 ,9.4 ,27.0 ,8.4 ,5.885 ,0.260 ,3.637 ,0.182 ,18.728 ,4.0000 ,3.5563 
6.7 ,4.0 ,270 ,27.2 ,4.8 ,9.5 ,7.9 ,31.4 ,10.6 ,2.986 ,0.180 ,0.986 ,0.087 ,27.249 ,4.2788 ,3.7853 
5.7 ,6.0 ,146 ,26.0 ,2.8 ,7.9 ,6.2 ,2.4 ,16.6 ,2.476 ,0.142 ,0.393 ,0.071 ,38.151 ,3.9731 ,3.1461 
6.4 ,5.3 ,300 ,29.2 ,3.4 ,7.2 ,5.9 ,21.1 ,5.6 ,4.039 ,0.123 ,1.826 ,0.064 ,13.108 ,2.8451 ,2.5563 
7.1 ,2.2 ,252 ,29.9 ,4.0 ,9.2 ,6.9 ,22.4 ,10.1 ,3.798 ,0.150 ,1.987 ,0.073 ,11.975 ,3.6021 ,3.2041 
6.5 ,2.5 ,347 ,27.9 ,3.6 ,8.7 ,6.6 ,11.2 ,8.3 ,5.378 ,0.142 ,3.847 ,0.104 ,99.312 ,4.0792 ,3.8633 
6.4 ,2.2 ,250 ,26.5 ,4.7 ,9.6 ,7.9 ,9.6 ,28.9 ,4.710 ,0.277 ,2.908 ,0.149 ,219.415 ,4.6335 ,4.5051 
6.4 ,6.1 ,197 ,25.7 ,3.0 ,7.6 ,5.7 ,12.3 ,7.3 ,3.089 ,0.153 ,0.707 ,0.089 ,48.494 ,4.5441 ,3.7404 
6.8 ,9.6 ,295 ,25.0 ,4.7 ,8.9 ,6.3 ,49.4 ,7.5 ,3.771 ,0.142 ,1.299 ,0.028 ,30.837 ,2.4771 ,2.2304 
6.7 ,6.1 ,166 ,22.2 ,2.8 ,7.3 ,5.5 ,5.0 ,20.3 ,2.076 ,0.173 ,0.149 ,0.106 ,125.389 ,4.6021 ,4.0792 
7.0 ,8.4 ,278 ,23.4 ,3.7 ,7.9 ,6.2 ,70.0 ,9.1 ,3.343 ,0.068 ,1.102 ,0.013 ,19.158 ,3.1761 ,2.7482 
7.5 ,9.5 ,350 ,24.0 ,3.4 ,7.3 ,5.5 ,31.0 ,5.1 ,3.461 ,0.035 ,0.881 ,0.010 ,14.997 ,2.0000 ,1.0000 
6.8 ,5.4 ,283 ,21.4 ,5.0 ,7.9 ,6.1 ,61.9 ,8.4 ,4.132 ,0.120 ,1.820 ,0.048 ,27.010 ,3.5441 ,3.1461 
6.9 ,7.7 ,396 ,19.1 ,4.7 ,7.5 ,6.1 ,37.5 ,10.2 ,5.542 ,0.125 ,2.157 ,0.050 ,18.640 ,3.4150 ,2.9638 
7.5 ,8.8 ,414 ,18.3 ,4.8 ,8.5 ,6.3 ,52.5 ,9.4 ,5.302 ,0.060 ,1.902 ,0.020 ,12.920 ,2.8451 ,2.2304 
7.0 ,11.8 ,459 ,16.9 ,5.2 ,9.1 ,8.0 ,43.6 ,12.4 ,5.688 ,0.060 ,1.823 ,0.007 ,11.127 ,3.1761 ,1.4771 
6.8 ,11.8 ,474 ,14.4 ,4.5 ,7.9 ,5.9 ,26.9 ,8.3 ,5.351 ,0.058 ,2.106 ,0.008 ,11.649 ,1.6532 ,1.4472 
8.0 ,9.9 ,441 ,13.9 ,4.6 ,8.4 ,6.6 ,24.2 ,12.2 ,6.183 ,0.074 ,2.249 ,0.004 ,21.488 ,2.4771 ,1.6021 
8.3 ,13.3 ,476 ,9.9 ,5.8 ,11.6 ,8.7 ,75.7 ,19.6 ,6.484 ,0.099 ,2.038 ,0.010 ,14.156 ,3.2553 ,2.3222 
7.2 ,14.1 ,527 ,10.2 ,6.1 ,11.4 ,8.4 ,65.4 ,14.7 ,7.341 ,0.116 ,2.523 ,0.010 ,15.429 ,3.4914 ,2.6128 
7.6 ,11.6 ,614 ,9.4 ,5.6 ,9.0 ,7.8 ,42.9 ,23.3 ,7.740 ,0.130 ,3.694 ,0.005 ,21.285 ,3.5563 ,2.6335 
8.2 ,11.8 ,603 ,8.0 ,5.1 ,8.3 ,7.1 ,30.1 ,14.3 ,7.513 ,0.095 ,3.551 ,0.005 ,35.400 ,3.6721 ,3.0000 
8.4 ,13.1 ,576 ,5.8 ,4.6 ,8.3 ,6.9 ,19.1 ,10.1 ,8.020 ,0.103 ,4.175 ,0.009 ,27.670 ,3.6232 ,2.6721 
7.0 ,12.4 ,443 ,6.4 ,6.2 ,11.1 ,8.7 ,70.8 ,21.5 ,5.365 ,0.141 ,2.608 ,0.007 ,15.957 ,4.5563 ,3.4771 
7.2 ,13.8 ,541 ,6.9 ,5.8 ,10.7 ,7.2 ,24.9 ,10.6 ,8.828 ,0.099 ,5.464 ,0.008 ,6.988 ,2.8451 ,1.6021 
7.0 ,13.0 ,534 ,6.3 ,5.9 ,10.8 ,7.5 ,42.1 ,8.5 ,9.144 ,0.075 ,5.513 ,0.017 ,6.630 ,3.4771 ,1.1761 
7.0 ,13.3 ,730 ,5.3 ,6.9 ,12.0 ,9.6 ,80.8 ,14.0 ,9.233 ,0.166 ,5.473 ,0.011 ,12.400 ,4.0792 ,2.4472 
7.5 ,13.2 ,499 ,7.0 ,7.0 ,12.5 ,9.8 ,67.2 ,17.6 ,8.063 ,0.159 ,5.009 ,0.015 ,3.250 ,3.3802 ,1.8062 
7.5 ,14.4 ,501 ,3.6 ,6.4 ,12.1 ,8.7 ,67.3 ,14.1 ,9.149 ,0.126 ,5.303 ,0.013 ,7.180 ,3.0000 ,2.6812 
7.5 ,13.3 ,516 ,4.5 ,4.2 ,8.8 ,7.5 ,51.1 ,8.2 ,10.590 ,0.123 ,8.190 ,0.000 ,11.800 ,2.9345 ,2.0414 
7.6 ,13.6 ,544 ,6.1 ,6.2 ,11.6 ,8.4 ,64.5 ,14.8 ,11.062 ,0.155 ,8.269 ,0.021 ,10.490 ,3.0792 ,2.1139 
7.5 ,13.1 ,571 ,6.9 ,7.9 ,14.0 ,10.7 ,100.2 ,21.4 ,10.640 ,0.255 ,8.241 ,0.037 ,7.920 ,3.0414 ,2.4314 
7.5 ,13.1 ,561 ,8.5 ,6.1 ,12.8 ,9.0 ,64.3 ,12.1 ,13.960 ,0.176 ,10.926 ,0.034 ,10.490 ,3.1139 ,1.8129 
7.2 ,5.6 ,491 ,10.1 ,6.5 ,12.3 ,9.3 ,72.6 ,16.0 ,8.430 ,0.194 ,6.419 ,0.016 ,21.000 ,4.3010 ,2.9542 
7.6 ,11.1 ,445 ,10.6 ,6.2 ,11.6 ,8.8 ,67.8 ,18.1 ,6.451 ,0.194 ,3.956 ,0.021 ,17.677 ,3.6021 ,3.5798 
7.2 ,6.8 ,228 ,12.3 ,6.1 ,11.6 ,9.0 ,6.8 ,44.9 ,5.312 ,0.289 ,2.414 ,0.071 ,91.543 ,4.3010 ,3.7924 
7.3 ,7.7 ,380 ,13.8 ,5.3 ,8.7 ,7.5 ,20.4 ,22.0 ,7.931 ,0.118 ,5.050 ,0.027 ,22.848 ,3.9912 ,3.1761 
7.5 ,6.7 ,434 ,17.6 ,6.3 ,11.6 ,8.7 ,54.5 ,41.1 ,8.101 ,0.229 ,5.963 ,0.013 ,16.083 ,3.6721 ,2.9031 
7.3 ,8.6 ,346 ,13.8 ,5.9 ,12.3 ,9.1 ,24.0 ,86.2 ,6.838 ,0.247 ,4.959 ,0.062 ,66.143 ,5.1461 ,4.5051 
7.2 ,9.0 ,351 ,14.8 ,6.5 ,11.6 ,8.7 ,54.2 ,32.3 ,6.477 ,0.225 ,2.634 ,0.064 ,59.729 ,4.9638 ,4.3424 
7.4 ,8.4 ,326 ,20.0 ,4.2 ,8.0 ,6.4 ,32.9 ,31.2 ,5.979 ,0.110 ,1.771 ,0.034 ,31.793 ,3.2304 ,2.7243 
7.6 ,8.1 ,249 ,18.9 ,8.1 ,14.0 ,9.4 ,76.3 ,74.5 ,3.573 ,0.239 ,1.406 ,0.043 ,45.815 ,5.1761 ,4.5441 
7.5 ,7.8 ,277 ,21.3 ,5.7 ,9.4 ,8.1 ,50.5 ,22.7 ,3.775 ,0.234 ,1.732 ,0.079 ,48.169 ,5.1761 ,4.6128 
7.5 ,9.3 ,348 ,21.0 ,4.3 ,8.6 ,7.0 ,35.5 ,26.4 ,5.112 ,0.148 ,2.320 ,0.026 ,28.920 ,3.9823 ,3.5315 
7.5 ,8.1 ,349 ,24.6 ,6.7 ,10.8 ,7.9 ,28.6 ,22.6 ,6.241 ,0.110 ,3.620 ,0.042 ,29.876 ,3.6435 ,3.0414 
7.5 ,7.6 ,361 ,25.1 ,7.3 ,11.5 ,8.3 ,43.2 ,25.3 ,5.863 ,0.108 ,2.839 ,0.025 ,35.122 ,3.8513 ,3.2553 
7.4 ,6.1 ,368 ,24.8 ,5.0 ,10.6 ,7.8 ,21.3 ,20.3 ,6.001 ,0.110 ,3.520 ,0.026 ,37.798 ,3.9345 ,3.4472 
7.8 ,9.4 ,382 ,26.5 ,7.8 ,12.0 ,10.2 ,99.6 ,28.7 ,5.649 ,0.142 ,3.005 ,0.033 ,32.553 ,4.0792 ,3.3617 
7.8 ,7.8 ,415 ,27.4 ,6.1 ,12.3 ,9.1 ,35.8 ,23.1 ,6.321 ,0.151 ,3.950 ,0.021 ,29.788 ,3.3222 ,3.0000 
7.5 ,5.8 ,132 ,23.7 ,6.0 ,14.8 ,9.9 ,5.2 ,150.2 ,3.140 ,0.377 ,0.586 ,0.169 ,272.642 ,5.1139 ,4.2553 
7.5 ,4.6 ,306 ,24.9 ,5.0 ,8.8 ,7.1 ,13.3 ,15.7 ,6.418 ,0.229 ,3.707 ,0.191 ,40.088 ,5.3010 ,4.7243 
