date,pH,DO,BOD,COD,SS,TN,TP,TOC,WT,EC,TC,NH3N,PO4P,Chla,FC,Flow,Rain,time
2017-09-25,7.5,9.5,3.4,7.3,5.1,3.461,0.035,5.5,24,350,100,0.881,0.01,31,10,14.997,0,2824
2017-10-10,6.8,5.4,5,7.9,8.4,4.132,0.12,6.1,21.4,283,3500,1.82,0.048,61.9,1400,27.01,79.7,2839
2017-10-16,6.9,7.7,4.7,7.5,10.2,5.542,0.125,6.1,19.1,396,2600,2.157,0.05,37.5,920,18.64,12.6,2845
2017-10-23,7.5,8.8,4.8,8.5,9.4,5.302,0.06,6.3,18.3,414,700,1.902,0.02,52.5,170,12.92,0,2852
2017-10-30,7,11.8,5.2,9.1,12.4,5.688,0.06,8,16.9,459,1500,1.823,0.007,43.6,30,11.127,0,2859
2017-11-06,6.8,11.8,4.5,7.9,8.3,5.351,0.058,5.9,14.4,474,45,2.106,0.008,26.9,28,11.649,1.2,2866
2017-11-13,8,9.9,4.6,8.4,12.2,6.183,0.074,6.6,13.9,441,300,2.249,0.004,24.2,40,21.488,0.4,2873
2017-11-20,8.3,13.3,5.8,11.6,19.6,6.484,0.099,8.7,9.9,476,1800,2.038,0.01,75.7,210,14.156,0,2880
2017-11-27,7.2,14.1,6.1,11.4,14.7,7.341,0.116,8.4,10.2,527,3100,2.523,0.01,65.4,410,15.429,0.5,2887
2017-12-04,7.6,11.6,5.6,9,23.3,7.74,0.13,7.8,9.4,614,3600,3.694,0.005,42.9,430,21.285,0,2894
2017-12-11,8.2,11.8,5.1,8.3,14.3,7.513,0.095,7.1,8,603,4700,3.551,0.005,30.1,1000,35.4,3.1,2901
2017-12-18,8.4,13.1,4.6,8.3,10.1,8.02,0.103,6.9,5.8,576,4200,4.175,0.009,19.1,470,27.67,1.4,2908
2017-12-26,7,12.4,6.2,11.1,21.5,5.365,0.141,8.7,6.4,443,36000,2.608,0.007,70.8,3000,15.957,23.3,2916
2018-01-02,7.2,13.8,5.8,10.7,10.6,8.828,0.099,7.2,6.9,541,700,5.464,0.008,24.9,40,6.988,0.4,2923
2018-01-08,7,13,5.9,10.8,8.5,9.144,0.075,7.5,6.3,534,3000,5.513,0.017,42.1,15,6.63,2.7,2929
2018-01-15,7,13.3,6.9,12,14,9.233,0.166,9.6,5.3,730,12000,5.473,0.011,80.8,280,12.4,13.3,2936
2018-01-22,7.5,13.2,7,12.5,17.6,8.063,0.159,9.8,7,499,2400,5.009,0.015,67.2,64,3.25,21.7,2943
2018-01-29,7.5,14.4,6.4,12.1,14.1,9.149,0.126,8.7,3.6,501,1000,5.303,0.013,67.3,480,7.18,1.1,2950
2018-02-05,7.5,13.3,4.2,8.8,8.2,10.59,0.123,7.5,4.5,516,860,8.19,0,51.1,110,11.8,0.8,2957
2018-02-13,7.6,13.6,6.2,11.6,14.8,11.062,0.155,8.4,6.1,544,1200,8.269,0.021,64.5,130,10.49,4.5,2965
2018-02-19,7.5,13.1,7.9,14,21.4,10.64,0.255,10.7,6.9,571,1100,8.241,0.037,100.2,270,7.92,0,2971
2018-02-26,7.5,13.1,6.1,12.8,12.1,13.96,0.176,9,8.5,561,1300,10.926,0.034,64.3,65,10.49,0,2978
2018-03-05,7.2,5.6,6.5,12.3,16,8.43,0.194,9.3,10.1,491,20000,6.419,0.016,72.6,900,21,24.9,2985
2018-03-12,7.6,11.1,6.2,11.6,18.1,6.451,0.194,8.8,10.6,445,4000,3.956,0.021,67.8,3800,17.677,29.4,2992
2018-03-19,7.2,6.8,6.1,11.6,44.9,5.312,0.289,9,12.3,228,20000,2.414,0.071,6.8,6200,91.543,54.9,2999
2018-03-26,7.3,7.7,5.3,8.7,22,7.931,0.118,7.5,13.8,380,9800,5.05,0.027,20.4,1500,22.848,22.2,3006
2018-04-02,7.5,6.7,6.3,11.6,41.1,8.101,0.229,8.7,17.6,434,4700,5.963,0.013,54.5,800,16.083,1.1,3013
2018-04-09,7.3,8.6,5.9,12.3,86.2,6.838,0.247,9.1,13.8,346,140000,4.959,0.062,24,32000,66.143,44.8,3020
2018-04-16,7.2,9,6.5,11.6,32.3,6.477,0.225,8.7,14.8,351,92000,2.634,0.064,54.2,22000,59.729,22.6,3027
2018-04-30,7.4,8.4,4.2,8,31.2,5.979,0.11,6.4,20,326,1700,1.771,0.034,32.9,530,31.793,53.4,3041
2018-05-08,7.6,8.1,8.1,14,74.5,3.573,0.239,9.4,18.9,249,150000,1.406,0.043,76.3,35000,45.815,35.8,3049
2018-05-14,7.5,7.8,5.7,9.4,22.7,3.775,0.234,8.1,21.3,277,150000,1.732,0.079,50.5,41000,48.169,30.1,3055
2018-05-21,7.5,9.3,4.3,8.6,26.4,5.112,0.148,7,21,348,9600,2.32,0.026,35.5,3400,28.92,0.5,3062
2018-05-28,7.5,8.1,6.7,10.8,22.6,6.241,0.11,7.9,24.6,349,4400,3.62,0.042,28.6,1100,29.876,19,3069
2018-06-04,7.5,7.6,7.3,11.5,25.3,5.863,0.108,8.3,25.1,361,7100,2.839,0.025,43.2,1800,35.122,0,3076
2018-06-11,7.4,6.1,5,10.6,20.3,6.001,0.11,7.8,24.8,368,8600,3.52,0.026,21.3,2800,37.798,0.2,3083
2018-06-18,7.8,9.4,7.8,12,28.7,5.649,0.142,10.2,26.5,382,12000,3.005,0.033,99.6,2300,32.553,7.1,3090
2018-06-25,7.8,7.8,6.1,12.3,23.1,6.321,0.151,9.1,27.4,415,2100,3.95,0.021,35.8,1000,29.788,14.4,3097
2018-07-02,7.5,5.8,6,14.8,150.2,3.14,0.377,9.9,23.7,132,130000,0.586,0.169,5.2,18000,272.642,257.9,3104
2018-07-09,7.5,4.6,5,8.8,15.7,6.418,0.229,7.1,24.9,306,200000,3.707,0.191,13.3,53000,40.088,22.4,3111
2018-07-16,7.9,9,6.1,9.9,9,5.317,0.115,7.6,31.2,362,5000,3.237,0.06,27.4,1800,11.473,4.9,3118
2018-07-23,8.4,13.2,8.9,13.3,16.5,6.737,0.148,9.3,31.2,441,2100,3.942,0.022,156.1,720,8.048,0,3125
2018-07-30,8.7,13.3,8.8,15.9,26.6,6.113,0.202,10.9,32.4,375,1700,2.794,0.039,150.6,510,9.71,0,3132
2018-08-06,8.6,12.5,9,15.8,20.9,7.394,0.224,10.2,32.5,448,3300,3.814,0.026,174.7,850,7.253,0,3139
2018-08-13,7.9,9.5,7.4,12.8,11.7,4.901,0.345,9.9,31.5,351,69000,4.074,0.224,54.6,10000,12.018,18.8,3146
2018-08-20,8.4,10.2,7.1,13.5,12.2,5.998,0.124,8.8,29.8,455,1900,2.894,0.026,85.3,410,7.245,0,3153
2018-08-28,6.9,6.7,3.3,9.6,48.1,1.878,0.215,6.6,24.3,116,57000,0.371,0.082,5.6,30000,217.329,277.9,3161
2018-09-03,7.1,5.1,3,6,10.3,3.338,0.24,5.5,25.8,228,57000,1.545,0.136,2.6,26000,28.952,100.4,3167
2018-09-10,7.1,5.2,3.6,7.7,6.8,5.606,0.194,6,24.8,307,180000,3.313,0.138,15.7,91000,14.625,98.7,3174
2018-09-17,7.4,7.2,6,9.9,13.6,4.811,0.214,7.7,25.1,317,150000,3.057,0.136,54.3,110000,15.826,9.3,3181
2018-09-27,7.6,10,6.4,11.3,10.4,5.748,0.11,7.4,22.3,324,16000,2.15,0.022,41.4,4500,11.305,20.7,3191
2018-10-01,7.2,10.2,7,9.8,9.7,4.237,0.092,8.5,21.2,356,11000,2.362,0.026,72.8,3100,10.083,0,3195
2018-10-08,7.1,6.3,4.2,8.8,14.9,3.402,0.323,7.5,19.7,194,120000,1.72,0.255,6.2,40000,27.903,111.8,3202
2018-10-15,7.4,8.8,3.8,7.1,8.4,5.342,0.096,6,18.1,331,2700,2.109,0.034,27.3,2100,12.326,4.3,3209
2018-10-22,7.5,9.5,4.1,7.1,7.8,5.273,0.138,6.9,17.1,382,3400,2.268,0.015,26.3,1100,5.575,0,3216
2018-10-29,7.4,8.5,5.2,6.8,6.8,6.458,0.141,8.3,16,418,11000,3.527,0.018,36.2,3600,8.431,8.8,3223
2018-11-05,7.8,9.7,4.2,7.6,5.4,5.767,0.155,7.6,14.6,431,6600,2.155,0.019,31.8,580,6.875,0.1,3230
2018-11-12,7.5,6,5.9,10.9,13.4,5.008,0.394,9.5,15.1,380,120000,2.689,0.173,36.9,80000,11.748,36.6,3237
2018-11-19,7.9,11.6,5.1,10,11.3,5.873,0.154,8.4,12.8,423,8100,2.429,0.046,73.2,1700,7.934,3.4,3244
2018-11-26,7.8,11.5,5.3,10.2,12.1,6.104,0.134,8.9,11.1,424,30000,2.68,0.027,85.5,7300,7.336,7.2,3251
2018-12-03,8,12.1,4.1,8.7,10.9,6.814,0.115,8.2,12,475,23000,2.495,0.026,77.5,12000,17.461,0,3258
2018-12-10,7.9,11.2,4.2,8.7,9.3,6.078,0.231,8.7,6,442,41000,2.681,0.067,74,2500,11.589,28.3,3265
2018-12-17,7.9,12.3,3.8,8.1,8.2,7.134,0.113,7.8,6.7,479,1800,2.61,0.022,45.8,90,14.4,1.1,3272
2018-12-24,7.8,11.1,3.7,7.9,9.6,6.647,0.099,7.6,8.9,468,2100,2.436,0.035,51.3,170,7.536,3,3279
2019-01-07,8.2,12.5,5.4,8.5,7.3,9.091,0.165,8.5,6,473,400,3.55,0.028,31.4,30,6.029,0,3293
2019-01-14,7.5,12.1,3.5,7.4,10.1,9.184,0.171,8,7.6,475,220,3.591,0.037,44.7,26,6.814,3.9,3300
2019-01-21,7.6,12.1,4.2,8.5,10,9.308,0.136,6.7,6.8,489,300,4.264,0.025,32.4,32,6.606,2.2,3307
2019-01-28,7.8,13.3,5.5,11.4,13,9.21,0.145,8.9,6.5,503,2000,4.482,0.007,59.6,46,6.281,0,3314
2019-02-07,7.4,8.9,6.6,14.2,20.8,5.577,0.246,11.3,8.1,394,11000,2.636,0.033,99,3900,7.706,10.3,3324
2019-02-11,8.1,13.5,6.6,13.6,17.7,9.075,0.151,9.2,5.9,454,4200,4.231,0.019,121.4,130,6.805,0,3328
2019-02-18,7.7,15.6,5.9,13.5,20.3,8.1,0.19,10.9,7,469,2700,4.253,0.009,92.2,80,6.763,0,3335
2019-02-25,8,11.6,7.1,14.9,17.6,7.637,0.194,10.7,9,418,15000,3.988,0.012,148.2,620,7.848,19.1,3342
2019-03-04,7.6,12.8,5.2,10.7,10.1,8.738,0.112,8.7,12,472,900,5.474,0.012,68.1,30,6.728,0.6,3349
2019-03-11,7.5,8.7,6,12.2,11.5,9.938,0.181,9.3,12.1,487,59000,6.386,0.014,76.8,6200,6.155,9.9,3356
2019-03-18,7.8,12.1,6.9,14.7,14.2,8.278,0.26,9.9,12.1,469,3500,5.685,0.016,80.5,100,5.857,1.9,3363
2019-03-25,8.1,8,5.9,12.4,12.8,6.13,0.223,8,11.8,387,27000,3.033,0.066,41.4,800,16.455,20.7,3370
2019-04-01,8.1,8.6,5.5,11.3,22.4,8.005,0.2,8.9,12.2,471,6300,3.618,0.024,24.1,130,18.307,1.4,3377
2019-04-08,8.2,7.9,7.2,15.6,21.2,8.106,0.58,11.1,14.8,380,53000,5.769,0.268,26,9500,13.035,8.9,3384
2019-04-15,9,11.8,5.8,12.5,28.5,5.834,0.349,8.8,13.7,374,23000,3.224,0.019,84,1300,21.184,38.7,3391
2019-04-22,8.4,10.1,5.8,12.7,18,6.98,0.253,8.5,20.2,412,2200,4.554,0.021,70.5,240,14.51,0.5,3398
2019-04-30,7.8,6.8,5.8,12.2,59.1,3.922,0.407,8.3,15.6,234,310000,2.428,0.156,16.2,61000,25.249,36.3,3406
2019-05-07,8.6,10.1,4.7,9.7,13.5,6.186,0.147,7.3,19.4,410,3600,3.514,0.023,41.1,250,7.723,0.3,3413
2019-05-13,7.5,12.4,5.5,11.9,12.3,6.702,0.192,8.4,21.6,451,1500,4.021,0.019,79,220,5.984,0,3419
2019-05-20,7.3,5.6,4.3,9.7,10.7,4.323,0.181,7,20.9,290,7000,1.271,0.038,42.5,1600,13.853,49.3,3426
2019-05-28,7,4.3,4.5,9.8,16.5,3.15,0.269,8,20.4,246,240000,1.763,0.101,35.9,76000,36.764,27.5,3434
2019-06-03,7.6,8.4,6.3,13.5,16.4,4.318,0.195,10.9,22.9,322,1400,2.49,0.016,68.7,360,21.386,2,3440
2019-06-10,7.7,4.7,5.4,11.1,10.8,3.511,0.247,8,24.1,295,30000,2.037,0.085,34.6,1300,21.006,32.7,3447
2019-06-17,8.2,8.2,6.9,14.9,13.2,4.374,0.225,8.6,24.4,334,4700,2.197,0.009,77.6,21,7.44,16,3454
2019-06-24,7.9,4.8,6.8,14.4,16.9,5.528,0.132,9.3,26,347,40000,3.397,0.037,74.4,7800,8.625,0.8,3461
2019-07-02,7.2,3.8,4.8,10.8,21.4,4.91,0.217,8.7,24.3,265,77000,2.785,0.15,8.3,74000,31.49,108.5,3469
2019-07-08,7.3,6.7,4.8,14.6,14.6,4.727,0.127,10.7,27.1,329,1400,2.016,0.02,67.1,540,17.809,12.4,3475
2019-07-15,8.7,7.4,4.4,10.4,14.9,4.924,0.163,11.1,26.4,323,42000,2.685,0.025,63.7,900,9.6,38.8,3482
2019-07-23,8.1,4.7,3.5,8.3,8.1,3.651,0.154,8.1,26.6,201,72000,1.52,0.114,5.9,22000,41.395,103.5,3490
2019-07-29,7.4,5.7,2.8,7,15.4,2.39,0.153,7.7,26.1,165,82000,0.633,0.088,4.3,29000,72.506,73.7,3496
2019-08-05,7.7,8.6,4.6,10,9,3.816,0.165,5.9,30.2,326,1000,1.529,0.005,65.4,320,9.967,13.8,3503
2019-08-12,7.2,4.6,3.1,12.8,39.7,3.724,0.305,11,27.3,230,210000,1.989,0.188,22.1,79000,155.564,17.1,3510
2019-08-19,8.1,10.2,5.1,10.2,20.2,4.803,0.151,10.3,28.7,316,2400,1.756,0.019,106.9,800,12.8,2.1,3517
2019-08-26,7.3,6.8,3.3,7.1,10,3.33,0.102,7.1,26,219,6200,1.024,0.04,15.3,12000,27.34,35.9,3524
2019-09-03,7.3,7.7,3.8,6.4,8.7,3.69,0.078,4.9,24.3,280,7900,1.444,0.035,40.7,5700,36.966,15.6,3532
2019-09-10,7.2,5.4,3.5,7,9.2,3.045,0.238,4.9,25.8,228,96000,1.189,0.178,5.4,15000,46.592,57.7,3539
2019-09-16,8,10.1,4.6,8.1,6.1,3.832,0.072,5.5,27.3,289,2200,1.337,0.003,43.8,590,20.979,0.3,3545
2019-09-24,7.3,7,2.8,6.6,11.5,2.883,0.162,4.4,20,152,150000,0.684,0.14,4.2,60000,73.722,101.9,3553
2019-09-30,7.4,8.7,4.1,7.2,8.5,3.606,0.093,4.8,25,268,3300,1.034,0.007,47.8,2000,27.399,0,3559
2019-10-07,7.5,7.3,1.2,4.7,5.3,3.397,0.079,3.1,21.3,219,6300,0.689,0.043,3.2,2400,43.254,141.5,3566
2019-10-14,7.6,8.8,3.7,6,9.6,3.984,0.055,5.3,20.3,249,2000,0.906,0.017,29.4,280,27.438,7.4,3573
2019-10-21,7.9,12.1,4.8,7.2,14.3,4.452,0.06,5.1,19.7,330,4100,0.94,0.002,65.9,650,20.164,1,3580
2019-10-28,8.2,12.7,5.8,8.2,11.9,4.791,0.056,7.4,17.1,365,600,1.763,0.002,88.7,200,8.7,0,3587
2019-11-04,7.9,11.9,5.9,9.3,14,6.094,0.071,8.4,17.5,398,520,1.886,0.033,86,130,6.814,0,3594
2019-11-11,7.6,9.6,4.8,7.4,7.5,6.901,0.079,6.6,14.8,447,3900,2.949,0.064,26.9,390,4.9,9.8,3601
2019-11-18,7.5,8,3.9,8.2,4.7,5.876,0.124,7.4,14.1,408,3700,3.189,0.108,32.8,510,42.926,5.3,3608
2019-11-25,7.7,11.5,5.4,9,8.6,6.574,0.07,8.3,13.2,421,500,2.831,0.038,62.2,170,24.99,7.7,3615
2019-12-02,7.5,9.2,5.1,9.5,12,7.876,0.223,8.3,11.6,487,52000,4.035,0.111,48.2,12000,19.678,18.3,3622
2019-12-09,7.7,15.5,6.8,13.5,20.9,6.82,0.097,10.2,8,483,2300,2.805,0.004,99.5,310,9.533,0,3629
2019-12-16,7.7,14.6,6.5,9.8,11.7,7.676,0.082,8,9.1,492,1100,2.929,0.01,74.6,150,10.534,0.1,3636
2019-12-23,7.7,12.9,5.9,9,11.5,6.246,0.062,7.3,7.4,456,1500,2.222,0.002,58.8,210,10.533,2.6,3643
