region,spot,year,month,day,half,pollution,depth,WT,DO,pH,EC,sand,silt,clay,moisture,combustible,COD,TOC,TN,TP,SRP,Pb,Zn,Cu,Cr,Ni,As,Cd,Hg,Al,Li
Han,선행천,2017,3,7,first,normal,0.4,9,11.5,7.5,642,55.4,44.7,0,29.5,3.92,0.24,0.33,583,467,4.6,29.6,74.1,18.2,37.7,12.4,10.7,0.12,0.01,10.25,18.3
Han,섬강4-1,2017,3,28,first,normal,0.8,10,11.7,7.7,447,86,14,0,21.5,0.53,0.07,0.13,589,134,0,29.9,52.6,14.8,37.3,10.7,6.4,0.22,0.026,6.05,23.8
Han,소양강2-2,2017,3,14,first,slightlybad,1.2,7,11.6,7.7,83,23.8,73.3,2.9,43,6.24,1.52,2,2100,599,0,52.8,172.7,38.6,78.1,32.1,8.2,0.28,0.089,8.49,46.4
Yeongsan,수어천2,2017,3,27,first,normal,2.6,12,9,8,48933,21.5,69.2,9.3,52.8,9.71,2.44,1.78,1700,579,0,30.2,187.4,40.4,73.5,33,9.2,0.32,0.053,9.75,94.7
Han,신천3,2017,3,22,first,verybad,2.6,17,15,8.3,2724,81.1,18.7,0.1,22.2,1.1,0.3,0.35,816,267,0,66.8,9110.6,223.1,4080.8,149.9,7.2,1.54,0.163,6.34,24.3
Nakdong,영강2-1,2017,3,31,first,slightlybad,1.2,13,11.3,6.9,351,98.7,1.3,0,22,0.71,0.06,0.1,298,90,0,20.9,40.5,6.8,35.5,10.5,3.8,0.41,0.008,6.84,19.5
Yeongsan,운암,2017,3,20,first,normal,0.5,9,12.5,9,153,89.4,9.8,0.8,21.4,1.31,0.11,0.24,591,322,0,31,122.3,25.4,54,23.4,12.7,0.19,0.041,8.82,55.4
Han,원주,2017,3,28,first,normal,1.8,10,12.1,8,242,78.1,21.9,0,20.8,0.9,0.11,0.24,624,201,0,18.3,44.7,16.2,38.2,16,14.5,0.26,0.029,6.67,30.1
Nakdong,위천6,2017,3,22,first,slightlybad,4.3,11,12.2,6.8,354,97.5,2.4,0.1,19.6,0.59,0.03,0.07,419,59,4.1,18,24.4,9.3,133.6,10.2,4.7,0.31,0.035,5.26,22.3
Yeongsan,죽산,2017,3,22,first,normal,5.5,10,9.9,8.5,375,59,34.6,6.5,50.5,5.51,1.03,1.63,2091,792,0,33.4,197.8,28.9,58.9,27.9,8.9,0.24,0.056,10.44,60.2
Yeongsan,진월,2017,3,27,first,normal,2,12,9.6,7.9,46204,84.3,14.5,1.2,22,2.09,0.3,1.25,981,558,15.3,30,144.4,31.4,63.3,28.5,8.8,0.18,0.054,9.75,90.2
Nakdong,창녕,2017,3,28,first,slightlybad,9.6,12,12.6,7.6,573,97,3,0,20.9,0.69,0.06,0.07,438,159,0,26.1,157.7,15.8,95.5,17.2,7.1,0.57,0.062,5.8,17.3
Yeongsan,함평,2017,3,29,first,normal,2,11,12.9,8.4,373,98.2,1.8,0,19.6,0.5,0.08,0.17,425,324,4.2,31.4,183.6,45.6,60.6,27.2,11,0.17,0.054,9.88,63
Han,행주,2017,3,8,first,normal,2.8,7,11.3,7.3,417,16.6,83.1,0.4,32.3,2.67,0.43,0.49,858,353,0,23.8,74.7,13.5,55.6,18.9,5.7,0.14,0.034,5.88,38.2
Nakdong,회천2-1,2017,3,28,first,normal,4.1,12,12.3,7,507,72.6,26.2,1.2,37.1,5.28,1.67,1.28,2093,606,4,24.9,125.9,18.9,60.5,23.1,4.3,0.34,0.055,5.28,22.6
Nakdong,감천2-1,2017,4,6,first,normal,0.7,15,9.6,7.4,312,97.8,2.2,0,21.8,0.46,0.03,0.06,284,83,0,19.6,83.4,5.9,20.7,7.7,2.2,0.11,0.006,7.99,13.9
Geum,갑천5-1,2017,4,20,first,bad,1.7,16,7.7,7.2,381,97.8,2.2,0,23.1,0.84,0.2,0.43,727,288,0,47.6,730.5,100.4,78.1,32.9,17.4,0.79,0.462,8.06,41
Han,강상,2017,4,20,first,normal,5.6,13,11.4,8,277,5.1,74.5,20.3,56.6,5.79,2.59,1.89,2423,763,0,51.1,147.1,29.5,72.4,30,9.5,0.34,0.052,7.67,55.6
Yeongsan,강진천,2017,4,25,first,slightlybad,1.5,18,12.5,7.6,458,94.2,5.8,0,25.8,0.72,0.05,0.07,142,219,0,34.3,169.9,29.5,51.3,22.1,10.6,0.51,0.037,10.26,65.2
Han,강천,2017,4,12,first,normal,4.8,14,9.8,8.1,259,74.4,25.6,0,23.1,1.13,0.1,0.15,422,136,0,40.2,57.2,19.1,38.8,14.1,8.5,0.32,0.032,9.17,29.5
Han,강천D,2017,4,11,first,normal,2.3,13,10.3,8,255,74.6,25.4,0,21.9,1.16,0.22,0.3,655,148,5.2,39.7,73.7,19.7,39.7,16.2,8.9,0.35,0.045,7.7,39.7
Han,강천U,2017,4,25,first,normal,3.5,14,11.7,8.5,262,34,60.7,5.3,44.3,8.18,1.82,1.64,2231,852,9,34.4,115.3,17.9,41.9,16.2,6.7,0.28,0.039,8.66,43.8
Han,경안천11,2017,4,20,first,normal,4,16,9.9,7.9,442,26.1,70.7,3.2,49.5,9.99,2.29,2.73,2802,738,0,40.8,129.5,36.3,90.6,39.2,8.3,0.28,0.043,8.79,50.9
Geum,고부천2,2017,4,24,first,normal,4.2,17,13.9,9.2,505,24.8,68.7,6.5,40.3,5.96,1.07,0.87,1394,631,4.7,17.9,89.5,18.4,57.1,17.2,5.8,0.14,0.024,8.35,46.1
Yeongsan,곡성,2017,4,6,first,normal,0.5,14,10.3,7.7,152,99,1,0,19.8,0.39,0.07,0.12,323,134,0,36.6,197.5,25.2,40.3,18.3,12,0.19,0.056,8.5,60.8
Yeongsan,군외천,2017,4,26,first,normal,0.5,19,10.9,8.9,86,69.5,23.2,7.4,23,2.1,0.2,0.25,293,319,0,39.3,184.3,42.5,45.7,17.7,8.8,0.36,0.07,7.64,43.1
Geum,김제,2017,4,25,first,normal,3.5,19,12.4,8.5,459,78.4,21.4,0.2,19.5,1.36,0.26,0.41,832,469,7.4,18.9,93.7,17.3,53.3,15.7,5.2,0.19,0.026,7.6,35.9
Yeongsan,남원,2017,4,11,first,normal,0.5,17,11.9,7.8,147,100,0,0,20.2,0.65,0.05,0.11,247,253,4.1,32.8,162.6,24.2,40.4,17.2,9.8,0.17,0.045,8.94,51.5
Han,대성리,2017,4,18,first,normal,4.2,9,12.6,7.7,110,74.1,25.4,0.5,21.5,1.91,0.14,0.23,589,264,0,31.1,71.3,15,67.4,22.9,5.4,0.14,0.016,6.79,39.4
Han,대신,2017,4,25,first,normal,3.5,14,11.6,8.2,253,87.5,12.6,0,21.3,0.72,0.11,0.11,379,120,6.5,35.1,108.9,12,40.9,15.1,7.8,0.26,0.023,6.53,36.5
Han,대신D,2017,4,11,first,normal,3.2,15,10.7,8.2,272,61.7,38,0.4,34.8,4.8,0.73,1.21,1628,479,6.6,37.6,73.2,7.9,27.6,10.2,4.4,0.18,0.018,8.97,33.8
Han,대신U,2017,4,25,first,normal,3.5,13,11.2,8.2,256,81.1,18.9,0,21,0.74,0.1,0.2,570,152,4.2,44.1,96.8,12.7,29.1,10.9,6.6,0.25,0.017,6.31,30
Yeongsan,돌산천,2017,4,24,first,slightlybad,0.4,19,13.7,8.5,1934,87.3,12,0.7,21.1,2.06,0.19,0.24,288,378,5,38.6,151.7,34.9,38.7,16.9,6.4,0.47,0.036,9.59,42.1
Yeongsan,동계,2017,4,3,first,normal,0.4,13,12.2,7.8,131,97.8,2.2,0,20.7,0.93,0.09,0.13,449,303,0,29.1,134.8,25.7,44.2,18.3,7.1,0.17,0.049,9.16,41.4
Geum,동진강3,2017,4,24,first,normal,3.6,17,12.2,8.9,479,83.9,15.8,0.3,17.7,1.04,0.1,0.21,522,356,0,19,99,16.6,50.4,14.7,5.4,0.16,0.03,8.19,42.6
Yeongsan,동홍천,2017,4,17,first,verybad,0.5,16,9.9,8.2,103,76.6,20,3.3,23.5,1.65,0.36,0.6,414,1961,0,59.9,460.8,87.8,116.9,58.7,7.9,0.34,0.255,8.69,22.2
Yeongsan,보성강7,2017,4,6,first,slightlybad,0.8,13,11.1,7.7,92,95,5,0,20.7,0.63,0.07,0.09,137,152,0,31.5,188.9,35.2,73.9,31.4,12.1,0.42,0.043,9.54,56.5
Han,삼봉리,2017,4,18,first,normal,9,13,11.5,7.8,123,55.7,43.4,0.9,35.1,5.03,1.34,1.31,1309,487,0,38.1,93.9,25.5,69.5,28.8,7.1,0.26,0.047,7.8,35
Yeongsan,석교천,2017,4,26,first,slightlybad,0.6,19,12,9.1,1342,13.2,81.8,5,35.3,2.39,0.2,0.23,368,237,0,16.4,55.4,8.6,59.7,19.5,5.2,0.58,0.006,6.8,47.5
Han,안성천3,2017,4,19,first,verybad,2.5,17,10.7,8.2,876,42.6,52.8,4.6,35.8,3.99,1.06,3.62,5506,9510,64.9,47,301.9,48,64,30.8,14.1,0.34,0.075,7.57,39.8
Geum,영동,2017,4,12,first,normal,1.9,15,10,7.7,130,89.2,10.8,0,16.5,0.85,0.13,0.31,803,392,0,44.7,188.5,41.7,42.1,17.2,8.5,0.4,0.042,9.48,50.3
Geum,영동천2,2017,4,12,first,slightlybad,0.5,15,12.3,8.3,241,86,14,0,21,1.06,0.1,0.24,621,614,0,34.1,224.2,32,45.1,18.9,18.2,0.33,0.033,9.22,64.4
Yeongsan,영산포-1,2017,4,20,first,normal,5.6,17,12.1,7.8,351,2.4,81.3,16.3,42,7.16,1.33,0.8,1084,453,0,27.9,109.6,18,78.4,33.5,8.7,0.12,0.017,10.58,86
Yeongsan,영암천1,2017,4,25,first,normal,0.7,21,13.5,7.8,370,95.8,4.2,0,23.6,1.1,0.14,0.15,482,313,0,32.2,135.8,21.8,59.8,22.7,9.5,0.17,0.036,11.78,70.7
Han,영월1,2017,4,6,first,slightlybad,1.6,13,9.6,7.9,344,82.4,9.7,7.9,20.1,1.24,0.04,1.74,318,214,0,39.4,75.8,17.1,47.3,20.3,18,0.2,0.024,6.67,43.2
Nakdong,예천2,2017,4,7,first,slightlybad,1.5,14,11.1,7.4,232,99.4,0.6,0,21.8,0.84,0.03,0.17,297,159,0,24.1,70.7,12.5,55.6,12.6,10.3,0.41,0.029,6.64,15.6
Yeongsan,오수천,2017,4,3,first,normal,0.5,13,13.1,8.3,218,98.6,1.4,0,22.9,0.44,0.08,0.13,205,162,0,24.3,144.4,35.3,36.5,14.7,9.1,0.14,0.04,9.05,69.3
Yeongsan,옹포천,2017,4,17,first,slightlybad,0.7,17,11.5,9.2,292,86.8,11.8,1.4,33.8,2.81,1.19,1.51,1206,1370,14.9,14.6,99.3,38.1,187.3,70.4,7,0.15,0.034,6.93,28.1
Yeongsan,와탄천,2017,4,10,first,normal,0.7,18,6.2,7.9,414,97.1,2.9,0,20,0.45,0.06,0.1,199,223,5.3,24.1,268.9,28.5,50.7,21.5,6.5,0.12,0.041,9.53,53.2
Yeongsan,외도천,2017,4,17,first,verybad,0.5,19,9,7.7,4626,86.8,11.8,1.4,24.6,1.31,0.15,0.22,269,2004,0,4.7,170.6,31.6,122.5,75.2,8.3,0.17,0.011,9.07,14.7
Yeongsan,요천-1,2017,4,11,first,normal,0.6,16,11.7,7.7,171,100,0,0,19.8,0.39,0.05,0.14,348,137,0,29.2,197.5,30.6,31.7,13,8.9,0.17,0.066,8.11,86.1
Geum,우산,2017,4,18,first,slightlybad,1.7,16,8.8,7.3,143,93.8,6.2,0,15.1,0.53,0.07,0.17,621,230,0,42.4,232.5,47.7,61,24,11.8,0.56,0.045,8.25,47
Geum,원평천2,2017,4,25,first,normal,6.2,17,12.3,9.2,196,45.7,50.1,4.2,28.5,2.74,0.56,0.83,1188,649,4.8,21.9,109.4,21,60.1,19.6,6.4,0.16,0.026,9.18,55.2
Han,이포,2017,4,26,first,slightlybad,4.8,14,11.6,8.4,292,67.9,32.1,0,22,2.1,0.12,0.28,378,654,0,27.3,129.6,18.6,169.8,32.3,5,0.2,0.035,7.2,30.6
Han,이포D,2017,4,12,first,normal,2.8,15,10.2,8.2,294,77.5,22.5,0,21.6,1.18,0.15,0.23,597,220,4.7,39.1,102.6,14.1,46.2,16.5,6.3,0.21,0.025,7.58,42.2
Han,이포U,2017,4,26,first,normal,1.5,15,11.3,8.3,256,70,30.1,0,29.8,2.69,0.51,0.58,1092,420,0,36.9,84.8,8.3,28.1,10.9,4.6,0.14,0.02,11.91,40
Han,제천천5,2017,4,6,first,normal,1.5,13,10.5,8.2,285,81,19,0,19.8,0.71,0.07,0.16,506,239,4.9,37.9,107.9,12.6,56.3,16.5,6.6,0.22,0.02,6.07,21.8
Yeongsan,주진천2,2017,4,10,first,normal,0.5,18,10.1,7.7,441,89.5,10.2,0.4,17.8,0.66,0.08,0.15,334,210,4.2,31.8,114.9,24.7,70.7,29.6,8.4,0.11,0.036,9.89,74.5
Yeongsan,죽산D,2017,4,20,first,normal,3.5,17,11.1,8.1,348,92.3,7.7,0,24.8,1.03,0.16,0.23,562,360,4.6,29.8,166.1,26.3,54.1,24.1,8.8,0.24,0.052,10.09,56.2
Han,진위천3,2017,4,19,first,normal,2.7,18,11.2,8.1,1376,68.4,31.6,0,25.6,2.59,0.41,0.43,619,521,15.6,35.3,74.3,16.2,46.8,18,3,0.16,0.026,6.75,20.8
Geum,초강2,2017,4,17,first,slightlybad,1.6,16,9.8,7.6,149,89.8,10.2,0,17.9,0.67,0.09,0.17,645,237,0,46.2,169.5,30,66.1,24.5,21.1,0.55,0.052,9,47.1
Yeongsan,탐진강3,2017,4,25,first,normal,0.5,22,12.4,8.4,146,97,3,0,21.7,1,0.12,0.16,324,267,0,27.1,121.7,33.9,67.4,26.4,9,0.38,0.04,8.2,44.5
Geum,곡교천2,2017,5,11,first,bad,0.9,20,6.6,7.5,979,93.1,6.9,0,19.2,0.72,0.12,0.2,554,300,7.9,42.7,368.3,144.5,99.3,35.8,16.1,0.78,0.167,10.27,42.8
Yeongsan,광산,2017,5,24,first,slightlybad,4.3,25,12.6,8.5,460,79.9,19.2,0.9,29.8,2.68,0.48,0.9,1489,1000,12,53.4,396.5,67.7,56.5,24.7,9.9,0.27,0.11,11.38,53.9
Yeongsan,광산D,2017,5,29,first,slightlybad,5.5,24,15.7,8.8,441,89,11,0,23.1,1.65,0.24,0.5,1408,971,5.3,38.6,341.8,67.3,52.8,25.2,8.4,0.32,0.089,8.81,50.6
Yeongsan,광산U,2017,5,24,first,slightlybad,4.2,25,12.8,8.5,433,91.4,8.6,0,22.7,1.57,0.06,0.21,1049,779,0,51.6,448.5,82.8,62.9,29.1,9.7,0.27,0.15,10.58,50.8
Yeongsan,광양서천,2017,5,23,first,slightlybad,0.5,21,9.6,8.5,83,87.2,12,0.8,22.5,1.32,0.07,0.21,346,433,0,65,324.6,47.3,64.9,31,13.9,0.45,0.059,9.5,34.8
Yeongsan,광주2-1,2017,5,24,first,slightlybad,3.5,25,12.8,8.6,492,91.4,8.6,0,22.9,1.67,0.19,0.34,1160,1078,0,50,491.8,95.6,60.2,26.8,8.6,0.37,0.164,10.14,49.6
Geum,금강,2017,5,24,first,slightlybad,6.5,22,11,9.1,435,84.9,14.8,0.3,20.7,1.17,0.26,0.55,961,440,4.6,36.5,271.9,51.8,78.9,32.4,10.2,0.58,0.089,10.81,58.3
Geum,금강D,2017,5,29,first,normal,2.2,22,10.2,9.1,417,94.1,5.9,0,15.7,0.79,0.1,0.3,731,282,0,32.4,246.9,47.1,80.1,32.6,7.5,0.36,0.058,11.62,52.3
Geum,금강U,2017,5,23,first,slightlybad,6,22,14.7,9.5,354,90,9.9,0.1,14.4,0.58,0.08,0.18,692,226,0,41.3,337.6,72.9,78.8,39.4,9.1,0.61,0.099,10.41,61.6
Nakdong,낙단,2017,5,22,first,normal,10.6,25,10.6,8.7,264,37.8,54.1,8.1,46.8,8.3,2.45,1.22,2030,542,0,30.4,140.8,23.1,56.4,23.1,10.2,0.34,0.047,7.95,44.2
Nakdong,낙단D,2017,5,23,first,slightlybad,4.5,24,9.6,8.2,261,99.9,0.1,0,20.6,0.46,0.03,0.06,434,81,0,24.9,42.7,12.1,127.2,8.1,7.4,0.53,0.011,6,15.3
Nakdong,낙단U,2017,5,22,first,slightlybad,9.3,24,10.8,8.5,258,97.8,2.2,0,20.9,0.58,0.03,0.11,404,81,0,33.8,124.2,18.8,59,21.7,9.4,0.44,0.033,6.55,34.4
Nakdong,논공D,2017,5,30,first,normal,7.5,24,9,8.1,534,100,0,0,23.1,0.66,0.06,0.07,444,123,4.1,21.5,92.7,15.1,69.6,13.7,7,0.33,0.029,5.21,16.3
Nakdong,다사,2017,5,25,first,slightlybad,10.2,24,7.4,8.6,323,49.9,45.2,4.9,44.6,8.49,1.79,1.23,2310,613,0,32.9,204,29.8,52.7,28.2,11.8,0.41,0.069,7.33,44.7
Nakdong,다사D,2017,5,29,first,normal,5.9,26,10.4,8.4,389,100,0,0,21,0.62,0.03,0.06,481,116,0,18.2,58.6,10.2,36.7,11.6,5.4,0.2,0.015,5.73,16.7
Nakdong,다사U,2017,5,25,first,slightlybad,11.3,23,8.2,8.6,330,82.7,14.3,3,23.7,1.23,0.27,0.84,1522,403,0,28.1,179,24.3,51.8,27,9.5,0.41,0.05,7,42.4
Han,달천5,2017,5,19,first,normal,4.5,19,14.2,8.7,315,45.4,54.5,0,42.1,7.97,1.55,1.7,2021,934,0,23.7,126.4,17.1,43.8,18.9,6,0.29,0.03,9.41,36.4
Geum,당진천2,2017,5,10,first,normal,0.8,18,7.8,7.6,1220,90.4,9.5,0.1,18.7,1.13,0.09,0.18,612,433,6,26,172,30.9,64.3,22.6,9.2,0.28,0.037,8.45,42.6
Nakdong,덕곡D,2017,5,30,first,normal,4.5,24,9,8.1,500,99.2,0.8,0,21.9,0.49,0.03,0.08,413,111,0,17.7,53.7,8.6,71.5,12.7,4.7,0.15,0.012,5.4,12.8
Nakdong,도남,2017,5,15,first,slightlybad,9.1,20,11.4,9,242,64.1,29.3,6.6,32.7,4.16,0.7,0.92,1163,425,5.1,33.8,154.4,27.8,56,24.7,10.6,0.44,0.06,8.84,53.4
Nakdong,도남D,2017,5,16,first,slightlybad,5.6,19,10.3,8.3,244,96.9,3.1,0,21.2,0.81,0.07,0.11,485,132,0,21.8,72.3,15.1,52,13.8,4.6,0.48,0.011,6.7,12
Nakdong,도남U,2017,5,15,first,slightlybad,9.7,20,11.6,8.9,238,87.4,11.5,1.1,22.2,1.03,0.18,0.2,482,188,0,36.2,156.8,25.1,41.5,20.9,9.9,0.67,0.052,9.01,44.7
Nakdong,도산,2017,5,10,first,verybad,0.5,18,10.5,7.6,247,98.2,1.8,0,21.8,0.68,0.07,0.09,309,164,0,41.7,788.3,21.1,54,23.2,41.3,24.47,0.092,6.67,34.7
Nakdong,명촌,2017,5,31,first,slightlybad,1.5,24,11.8,8.2,37114,96.9,3.1,0,21.2,0.88,0.1,0.11,245,101,6.4,31.8,140.2,25.5,50.2,18.8,14.8,0.3,0.083,6.77,23.3
Geum,무한천2,2017,5,11,first,normal,0.9,20,8.9,7.7,590,86.3,13.2,0.5,19.7,0.76,0.11,0.21,498,235,8.8,27.2,189,31,77.2,30.1,9.8,0.2,0.033,9.06,56.2
Geum,미호천6-1,2017,5,16,first,bad,1.3,20,11,8.1,672,95.7,4.3,0,21.6,0.6,0.08,0.17,676,242,0,37.5,444.3,141.1,81.2,51.8,10,0.55,0.09,10.56,77.3
Nakdong,반변천2-1,2017,5,19,first,slightlybad,4,22,10.3,8.1,197,89.7,10.3,0,24.6,1.15,0.09,0.12,304,409,0,19.5,97.1,15.8,32.5,10.5,5.1,0.46,0.02,6.98,18
Nakdong,병성천-1,2017,5,16,first,normal,0.5,20,10,7.7,317,97,3,0,22.7,0.56,0.05,0.08,468,114,0,33.9,88.6,12.9,38.2,12.8,4.3,0.27,0.02,7.01,16
Yeongsan,보성강4,2017,5,30,first,slightlybad,0.6,26,11.1,8.3,128,93,7,0,19.9,0.86,0.11,0.32,486,381,0,28.4,148.2,44.9,88.8,52.7,20.3,0.27,0.048,10.04,58.6
Nakdong,봉화,2017,5,10,first,verybad,0.5,16,9.8,7.7,181,97.4,2.6,0,18.2,0.9,0.09,0.17,364,167,0,55,644.4,24.2,43.1,20.4,56.8,9.37,0.192,7,43.6
Geum,부여,2017,5,31,first,slightlybad,4.9,23,8.6,8.3,437,93.9,6.1,0,17.8,0.83,0.11,0.25,501,259,0,37.4,274.9,57.7,81.4,39.6,11.6,0.42,0.091,11.25,65.9
Geum,부여U,2017,5,30,first,slightlybad,6.8,23,8.5,8,429,92.5,7.5,0,19.9,0.73,0.07,0.19,526,212,0,39.1,310.2,63.7,81.8,40.8,10.2,0.43,0.09,10.54,70.2
Han,사직,2017,5,11,first,normal,1.5,18,12.3,8.2,22754,61.9,36,2.1,19.6,2.88,0.43,1.53,861,449,7.8,44.1,115.5,32.6,72.6,27.5,11.1,0.25,0.061,7.61,48.2
Geum,삽교천3,2017,5,10,first,normal,1.2,18,6.8,7.4,817,86.3,13.7,0,17.9,0.86,0.09,0.18,452,358,7.8,23.5,77.8,22.7,61.5,17.2,5.1,0.14,0.012,7.76,31.2
Nakdong,선산,2017,5,24,first,normal,10.6,23,10.1,8.8,249,99.1,1,0,21.8,0.8,0.12,0.15,468,113,0,24.6,89.2,12.8,52.3,15.6,6.9,0.28,0.028,7.69,26.6
Nakdong,선산D,2017,5,12,first,normal,3.1,19,9.4,8.1,238,96.8,3.2,0,16.1,0.43,0.02,0.06,306,73,0,20.8,78.5,7.4,33.7,19.9,3.6,0.23,0.011,5.97,14.7
Nakdong,선산U,2017,5,24,first,normal,10,23,10.3,8.7,253,92.4,7.1,0.5,20.2,0.77,0.14,0.15,591,111,5.5,20.9,94.8,9.8,33.6,12,5.4,0.22,0.021,6.6,20.3
Nakdong,수영강5,2017,5,2,first,verybad,3,15,9.4,7.8,47206,6,82.9,11.1,52.5,11.83,3.84,4.05,4073,2227,70.4,111.1,801.2,162.1,97.1,36.9,14.4,1.66,0.576,8.93,57.5
Yeongsan,순천동천3,2017,5,23,first,normal,2.1,21,2.5,7.4,3559,2.9,85,12.1,52.6,8.07,1.74,1.25,1970,649,32.7,27.6,117.1,20.6,81.2,34.1,6.7,0.12,0.03,9.25,82.5
Han,양양,2017,5,12,first,normal,0.9,18,9,8.1,171,82.9,17.1,0,21.7,1.03,0.13,0.24,415,276,0,32.2,59.6,8.7,29.3,11.5,3.5,0.15,0.009,6.69,20.2
Geum,연기D,2017,5,22,first,slightlybad,6.2,21,14.4,8.2,345,94.3,5.7,0,24.6,1.58,0.34,0.85,1487,641,4.5,41.8,381.6,79.1,77.5,38.2,10.6,0.63,0.111,10.7,65.9
Geum,연기U,2017,5,17,first,slightlybad,2.1,18,13.7,8.5,400,96,4,0,17.2,0.87,0.15,0.29,734,292,0,39.5,356.8,81.6,82.1,37.8,9.6,0.49,0.127,10.52,65.1
Geum,와룡천,2017,5,8,first,normal,0.6,19,6.9,7.5,487,85.4,14.4,0.2,20.3,0.82,0.19,0.31,686,378,0,34.2,227.2,35.8,61.2,29.7,7.8,0.34,0.047,8.3,46.4
Yeongsan,이사천3,2017,5,23,first,slightlybad,0.5,16,11.2,8.1,85,98.6,1.4,0,20.4,1.23,0.15,0.34,537,391,0,29.6,155.6,36.1,87.3,41.2,13.7,0.45,0.056,9.88,57.6
Han,임진강7,2017,5,18,first,normal,2.8,22,11.1,8.4,714,24.2,75.8,0,30.6,2.81,0.32,0.42,539,418,0,20.1,65.8,12.4,55.7,17.7,5.9,0.11,0.032,6.02,33.5
Yeongsan,죽산U,2017,5,29,first,slightlybad,4.8,24,14.6,9,427,92.3,7.7,0,23.7,1.51,0.02,0.05,382,445,0,36.6,266,43.2,47.2,23.3,10.8,0.26,0.071,10.58,57.4
Yeongsan,지석천4,2017,5,22,first,slightlybad,0.7,23,10.1,8.1,320,100,0,0,20.4,0.62,0.17,0.11,449,251,0,31.7,216.5,43.4,45,21.3,15.9,0.25,0.054,8.22,46.8
Geum,청원-1,2017,5,15,first,bad,2.7,14,13.1,7.2,290,96.8,3.2,0,21.4,0.73,0.22,0.33,772,198,0,53.7,692.1,93.5,89.3,34.4,18.3,0.86,0.161,7.46,59.1
Han,춘천3,2017,5,10,first,slightlybad,4.5,13,10.8,8.5,129,75.7,24.3,0,21.6,1.27,0.12,0.18,446,238,0,29.2,83.4,26.4,59.9,28.2,17.2,0.33,0.029,7.1,31.2
Nakdong,칠곡,2017,5,26,first,normal,12.7,24,9.7,8.1,393,73.8,23.6,2.6,33.7,3.94,1.02,1.02,1579,475,0,33.8,157.9,22.5,49.8,26.9,7.4,0.34,0.037,6.46,36.1
Nakdong,칠곡D,2017,5,29,first,slightlybad,6.2,23,9.8,8.2,378,100,0,0,22.4,0.48,0.02,0.04,375,103,0,27.1,164.8,19.3,119.8,15.5,7.8,0.44,0.031,6.12,21.2
Nakdong,칠곡U,2017,5,26,first,normal,11.6,24,9.9,7.8,394,47.7,48.3,4,51.3,7.51,2.62,2.13,2865,855,0,33.7,202,27.6,48.6,25.6,10.3,0.36,0.054,6.57,44.4
Han,포남,2017,5,11,first,slightlybad,0.7,23,12.3,7.8,448,76.8,23.2,0,22.4,0.9,0.08,0.12,502,351,0,41.3,397,61.6,110.5,23.3,12.8,0.53,0.17,6.94,31.5
Han,한탄강4,2017,5,8,first,slightlybad,2.2,19,11.7,8.7,624,85,14.7,0.3,20.8,0.7,0.07,0.13,645,162,0,33.8,642.8,39.4,144.8,28.1,5.3,0.44,0.04,4.89,27.9
Nakdong,함안,2017,5,17,first,normal,8.2,22,10.8,8.3,336,99.9,0.1,0,22.1,0.68,0.06,0.06,422,152,0,19.8,72.4,11.7,70,14.2,5.2,0.39,0.016,6.37,17.7
Nakdong,함안D,2017,5,18,first,normal,7.3,22,10.7,8.3,344,100,0,0,21.1,0.36,0.02,0.04,331,97,0,30.3,145.1,21,52.1,9.6,13.2,0.35,0.015,6.65,25.3
Nakdong,함안U,2017,5,17,first,slightlybad,12.9,22,11,8.5,332,91.5,8.5,0,26.2,1.43,0.26,0.25,611,259,0,24.7,128.3,18.5,54.6,20.5,6.7,0.44,0.048,7.45,28.4
Nakdong,황강5,2017,5,30,first,normal,1.6,23,8.7,7.6,139,99.9,0.1,0,23.5,0.53,0.03,0.05,493,82,0,20.6,90.3,9.5,45.7,11.2,3,0.31,0.009,7.47,14.8
Yeongsan,황룡강5,2017,5,22,first,slightlybad,1,24,8.4,8.2,304,93.5,6.5,0,26.6,2.74,0.17,0.25,488,733,0,92.3,598.7,66.4,78.6,32.7,11.2,0.41,0.075,10.53,50.9
Nakdong,황지2,2017,5,11,first,bad,0.4,16,11.4,8.4,529,89.8,7.8,2.4,20.7,1.51,0.06,0.41,513,260,9.1,82.3,782.1,81.3,41.5,80.2,40.2,3.48,0.224,5.91,51.5
Nakdong,회야강3,2017,5,31,first,slightlybad,2.5,25,8.4,7.6,1821,91.9,7.2,0.9,23.9,1.12,0.11,0.12,574,119,0,38.6,156,33.9,89.3,20.3,8.8,0.61,0.031,6.06,27
Nakdong,거창위천2,2017,6,21,first,normal,1,25,9.6,7.5,167,95.6,4.4,0,21.9,0.48,0.07,0.08,447,117,0,22.1,62.3,6.1,22.5,5.2,3.7,0.33,0.01,7.49,17.6
Nakdong,곤양천,2017,6,19,first,slightlybad,1,26,7.1,7.2,233,93.2,6,0.8,21.6,0.79,0.09,0.12,552,133,0,15.6,115.4,18.1,246.1,17,2.5,0.39,0.014,5.37,14.5
Nakdong,구포,2017,6,8,first,slightlybad,10.5,24,10.5,8.7,340,92.3,7.7,0,25.1,1.21,0.19,0.18,964,248,4.7,25.2,86.8,12.8,54.6,12.9,5.2,0.44,0.022,6.41,18.8
