year,month,date,spot,Flow,Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,TOC
2016,06,2016.06.02,영산천,1.585,23.5,7.2,8.9,2.2,7.8,20.0,133,1.999,1.267,0.064,0.164,0.080,6.7
2016,06,2016.06.09,영산천,1.452,22.4,6.9,9.0,2.2,7.2,16.7,183,2.488,1.244,0.135,0.140,0.067,6.1
2016,06,2016.06.14,영산천,1.036,24.2,7.5,9.1,2.4,7.5,15.4,193,2.430,1.381,0.141,0.134,0.083,6.3
2016,06,2016.06.21,영산천,1.627,26.2,7.0,7.8,4.5,16.1,173.4,259,3.080,1.697,0.279,0.386,0.103,11.8
2016,06,2016.06.28,영산천,0.301,24.8,7.5,10.2,2.1,8.5,16.7,324,3.831,3.202,0.087,0.139,0.076,6.6
2016,07,2016.07.06,영산천,1.293,26.6,6.5,7.7,2.6,7.9,34.1,234,3.323,2.443,0.120,0.233,0.116,6.4
2016,07,2016.07.12,영산천,4.465,24.8,6.8,7.4,7.5,12.3,188.9,163,4.217,2.834,0.306,0.632,0.243,9.4
2016,07,2016.07.19,영산천,0.379,27.5,7.8,10.3,2.1,7.0,14.7,244,3.684,3.291,0.021,0.142,0.077,5.3
2016,07,2016.07.26,영산천,0.991,28.7,7.4,8.2,2.6,7.2,11.9,164,2.036,1.177,0.147,0.166,0.076,5.3
2016,08,2016.08.09,영산천,1.377,27.6,6.9,8.3,2.1,7.4,18.3,153,1.790,1.081,0.110,0.192,0.112,5.8
2016,08,2016.08.17,영산천,0.570,30.3,8.4,9.6,3.0,7.9,10.1,263,2.988,1.867,0.094,0.177,0.100,6.4
2016,08,2016.08.23,영산천,1.345,28.7,7.7,7.4,1.1,6.9,8.0,132,1.239,0.668,0.037,0.116,0.079,4.6
2016,08,2016.08.30,영산천,0.261,24.1,7.6,9.0,1.0,7.6,7.1,243,3.560,2.916,0.056,0.198,0.130,5.0
2016,09,2016.09.06,영산천,0.629,25.2,7.5,8.1,1.9,6.6,13.8,206,2.391,1.568,0.096,0.173,0.113,5.9
2016,09,2016.09.21,영산천,0.206,23.1,7.0,10.0,2.0,6.6,23.6,354,4.006,2.967,0.182,0.229,0.117,4.9
2016,09,2016.09.27,영산천,0.409,25.1,7.2,9.1,4.8,7.3,22.0,321,6.260,4.172,0.567,0.269,0.171,5.4
2016,10,2016.10.05,영산천,0,21.7,6.8,7.5,5.1,15.7,265.3,148,3.128,1.652,0.195,0.749,0.212,10.8
2016,10,2016.10.11,영산천,0.675,18.1,7.6,9.4,1.3,5.9,16.2,269,4.269,2.861,0.263,0.221,0.164,4.2
2016,10,2016.10.19,영산천,0.869,18.6,7.3,9.5,1.7,6.2,11.1,225,4.287,2.483,0.132,0.194,0.125,4.2
2016,10,2016.10.25,영산천,1.769,17.9,7.1,10.7,5.3,9.2,82.4,312,3.888,2.942,0.091,0.245,0.066,5.7
2016,11,2016.11.02,영산천,0.319,12.4,7.6,12.5,1.0,4.5,4.4,332,7.125,5.955,0.189,0.310,0.253,3.5
2016,11,2016.11.08,영산천,0.473,13.4,7.8,12.1,2.4,5.0,3.4,363,7.819,6.636,0.320,0.393,0.338,3.4
2016,11,2016.11.15,영산천,0.426,13.7,7.9,11.4,2.1,6.4,4.8,343,5.478,4.786,0.130,0.281,0.228,4.3
2016,11,2016.11.22,영산천,0.393,12.4,7.4,11.7,3.0,6.7,4.6,390,7.382,6.506,0.608,0.524,0.435,4.4
2016,11,2016.11.29,영산천,0.360,6.9,7.6,13.3,1.9,4.6,4.1,335,7.192,6.314,0.234,0.282,0.239,3.4
2016,12,2016.12.06,영산천,0.350,11.3,8.3,15.3,2.3,5.5,6.9,404,8.155,7.345,0.273,0.509,0.453,3.7
2016,12,2016.12.13,영산천,0.413,8.7,8.1,16.1,2.0,5.1,5.7,382,8.312,7.393,0.304,0.393,0.348,3.2
2017,01,2017.01.10,영산천,0.434,6.9,7.8,14.7,1.5,4.6,4.7,326,7.794,7.041,0.391,0.348,0.286,3.2
2017,01,2017.01.17,영산천,0.627,1.2,7.9,14.8,1.5,3.9,7.1,340,8.939,7.593,0.640,0.271,0.211,2.8
2017,02,2017.02.02,영산천,0.314,8.3,7.5,15.6,1.9,4.1,7.6,262,7.847,6.941,0.498,0.245,0.197,3.1
2017,02,2017.02.07,영산천,0.350,3.5,7.6,15.0,1.6,4.6,5.7,348,7.799,6.651,0.495,0.207,0.016,3.1
2017,02,2017.02.14,영산천,0.311,5.0,7.9,14.1,1.8,5.3,6.4,393,7.916,6.984,0.518,0.247,0.178,3.9
2017,02,2017.02.21,영산천,0.326,7.9,7.2,9.9,1.9,5.6,8.1,393,7.820,6.563,0.428,0.218,0.162,4.3
2017,02,2017.02.28,영산천,0.334,7.4,7.6,15.2,2.1,5.3,9.0,353,7.982,6.778,0.543,0.294,0.199,3.7
2017,03,2017.03.07,영산천,0.333,7.5,8.1,14.0,1.9,5.7,5.9,380,6.792,6.294,0.314,0.229,0.175,4.0
2017,03,2017.03.14,영산천,0.266,9.8,8.1,9.9,2.8,6.1,5.7,354,8.344,6.467,0.375,0.292,0.194,4.3
2017,03,2017.03.28,영산천,0.270,9.2,7.9,11.7,3.1,6.6,5.7,384,7.840,5.734,0.520,0.281,0.134,4.9
2017,04,2017.04.04,영산천,0.198,15.0,8.0,14.2,2.8,6.2,9.0,330,6.701,5.361,0.285,0.259,0.210,4.7
2017,04,2017.04.11,영산천,0.412,17.2,7.2,11.0,3.8,8.2,31.7,209,3.227,2.438,0.243,0.146,0.081,6.9
2017,04,2017.04.18,영산천,0.348,18.0,8.1,10.5,3.7,8.2,69.8,423,5.027,3.896,0.236,0.202,0.061,6.8
2017,04,2017.04.25,영산천,0.207,20.4,8.5,13.0,4.2,8.4,34.2,370,4.912,4.135,0.133,0.161,0.068,5.9
2017,05,2017.05.10,영산천,0.225,18.2,7.1,8.8,3.6,7.1,10.5,366,3.777,3.172,0.039,0.108,0.072,5.3
2017,05,2017.05.16,영산천,0.305,20.0,8.1,10.9,4.1,8.5,15.3,365,2.669,1.973,0.064,0.107,0.047,6.7
2017,05,2017.05.23,영산천,1.125,21.9,7.5,9.4,3.6,11.7,28.3,223,2.349,1.199,0.220,0.152,0.060,8.0
2017,05,2017.05.30,영산천,1.383,22.4,7.8,9.3,3.0,12.0,21.6,226,2.382,1.206,0.145,0.161,0.056,8.9
2017,06,2017.06.07,영산천,1.847,18.9,7.5,9.9,3.5,11.9,28.5,263,2.604,1.377,0.263,0.149,0.045,8.6
2017,06,2017.06.13,영산천,0.257,23.1,7.3,8.2,2.9,11.9,13.9,303,2.884,2.040,0.093,0.129,0.038,9.6
2017,06,2017.06.20,영산천,1.124,23.3,7.0,8.3,3.5,11.3,11.7,213,1.790,0.987,0.157,0.108,0.061,8.4
2017,06,2017.06.27,영산천,0.190,25.2,7.4,8.7,2.3,10.6,11.2,365,2.949,2.399,0.066,0.089,0.044,8.1
2017,07,2017.07.04,영산천,0.469,26.8,7.3,6.2,2.1,11.5,17.3,318,2.849,2.001,0.163,0.119,0.057,9.3
2017,07,2017.07.11,영산천,0.418,25.9,7.3,8.2,4.2,13.1,121.1,351,3.033,2.262,0.216,0.244,0.074,10.0
2017,07,2017.07.18,영산천,0.824,26.2,7.4,9.4,3.1,9.4,61.4,268,3.039,2.358,0.234,0.178,0.088,8.3
2017,07,2017.07.25,영산천,0.211,25.6,7.2,6.9,1.2,5.0,10.1,329,2.396,2.170,0.039,0.067,0.030,4.0
2017,08,2017.08.08,영산천,0.915,28.5,7.3,7.3,2.8,8.6,30.3,183,2.938,2.151,0.150,0.221,0.152,6.9
2017,08,2017.08.16,영산천,1.136,25.4,6.9,7.2,1.5,7.7,20.1,199,2.162,1.444,0.144,0.171,0.102,6.0
2017,08,2017.08.22,영산천,0,25.9,7.0,7.9,3.6,11.5,341.6,123,1.678,0.968,0.119,0.458,0.138,8.6
2017,08,2017.08.29,영산천,0.529,25.7,7.1,9.5,1.4,7.0,15.5,259,3.014,2.329,0.082,0.157,0.090,5.9
2017,09,2017.09.05,영산천,1.337,23.4,7.2,7.9,3.9,8.9,27.8,262,4.145,2.356,0.934,0.193,0.129,7.1
2017,09,2017.09.13,영산천,1.146,22.4,7.0,10.1,1.8,7.7,22.9,173,2.442,1.602,0.185,0.207,0.143,6.1
2017,09,2017.09.19,영산천,0.305,23.7,7.1,9.9,2.3,6.3,8.7,287,3.757,2.882,0.126,0.117,0.070,5.4
2017,09,2017.09.25,영산천,0.414,23.4,7.4,10.7,2.1,6.2,6.9,198,1.913,1.400,0.122,0.113,0.073,5.0
2017,10,2017.10.11,영산천,0.405,22.1,7.5,10.0,1.5,5.3,6.3,299,4.219,3.418,0.111,0.131,0.069,4.3
2017,10,2017.10.17,영산천,0.313,17.5,7.3,12.0,1.3,4.4,5.8,329,5.109,4.405,0.113,0.137,0.085,3.6
2017,10,2017.10.24,영산천,0.325,15.6,7.4,15.7,1.4,4.4,5.1,341,5.250,4.333,0.111,0.130,0.080,3.4
2017,10,2017.10.31,영산천,0.218,14.1,7.4,15.2,1.2,4.3,3.4,400,6.573,5.846,0.183,0.117,0.071,3.4
2017,11,2017.11.07,영산천,0.468,14.3,7.2,11.2,1.7,5.7,4.7,251,3.505,2.986,0.107,0.116,0.075,4.4
2017,11,2017.11.14,영산천,0.292,15.1,7.4,10.1,1.1,4.4,7.5,352,5.637,4.736,0.124,0.118,0.073,3.6
2017,11,2017.11.21,영산천,0.247,7.7,7.0,14.3,1.5,4.1,12.1,361,6.758,5.907,0.277,0.160,0.077,3.3
2017,11,2017.11.28,영산천,0.281,7.9,7.4,12.4,1.8,4.7,5.4,370,6.365,5.146,0.461,0.163,0.107,3.8
2017,12,2017.12.05,영산천,0.296,5.0,7.5,13.6,1.8,4.1,6.6,452,7.008,4.362,0.467,0.135,0.099,3.0
2017,12,2017.12.12,영산천,0.316,4.1,6.8,13.5,2.0,3.8,9.1,399,8.164,5.759,0.825,0.162,0.101,3.0
2018,01,2018.01.16,영산천,1.184,3.6,6.9,13.0,7.5,13.3,83.1,320,6.834,4.848,0.980,0.407,0.162,10.1
2018,01,2018.01.23,영산천,0.263,5.9,7.3,12.1,12.3,21.5,15.8,410,17.801,5.376,10.593,1.162,0.833,18.0
2018,01,2018.01.30,영산천,0.394,3.1,7.1,12.0,8.0,16.0,9.7,389,14.012,6.430,6.389,0.739,0.523,13.5
2018,02,2018.02.06,영산천,0.546,1.2,7.5,16.3,3.9,6.9,11.5,402,9.865,7.666,1.691,0.400,0.269,5.7
2018,02,2018.02.20,영산천,0.331,6.3,7.4,10.8,2.1,5.1,2.8,403,8.236,7.214,0.902,0.258,0.199,3.6
2018,02,2018.02.27,영산천,0.340,7.4,7.1,12.8,4.9,8.3,10.2,307,10.885,5.798,3.984,0.231,0.119,6.6
2018,03,2018.03.06,영산천,0.363,14.5,7.9,8.8,13.1,22.6,13.8,410,14.124,3.780,7.575,0.963,0.755,20.3
2018,03,2018.03.13,영산천,0.360,13.2,7.2,9.0,12.5,21.6,15.9,449,17.855,3.693,10.442,1.099,0.785,19.3
2018,03,2018.03.20,영산천,2.305,12.4,7.0,12.0,3.7,12.5,22.4,289,5.215,3.495,0.389,0.224,0.112,7.9
2018,03,2018.03.27,영산천,0.425,17.3,7.6,10.2,1.8,6.1,6.4,290,5.494,4.167,0.325,0.131,0.088,5.1
2018,04,2018.04.03,영산천,0.285,20.0,8.0,12.4,5.3,11.5,49.1,358,6.840,3.678,1.610,0.208,0.112,8.0
2018,04,2018.04.10,영산천,0.394,17.0,7.7,12.2,1.8,6.7,6.1,327,5.162,4.020,0.534,0.135,0.080,5.3
2018,04,2018.04.17,영산천,0.414,17.5,7.9,11.7,2.5,6.7,4.3,309,4.849,3.735,0.435,0.138,0.068,5.1
2018,04,2018.04.25,영산천,2.668,15.8,7.3,10.4,8.4,18.9,306.5,247,3.544,2.329,0.393,0.285,0.139,13.8
2018,05,2018.05.09,영산천,0.622,20.2,7.2,10.3,3.1,8.9,14.8,250,3.254,2.155,0.151,0.213,0.130,7.3
2018,05,2018.05.15,영산천,0.398,23.0,6.7,9.1,1.9,7.4,13.6,311,3.596,2.877,0.108,0.130,0.073,5.8
2018,05,2018.05.23,영산천,3.141,19.9,7.3,8.1,3.8,10.9,48.8,220,2.842,1.022,0.347,0.239,0.121,7.9
2018,05,2018.05.29,영산천,1.827,22.1,7.6,9.9,3.1,8.7,25.7,207,2.479,1.242,0.162,0.130,0.042,6.4
2018,06,2018.06.05,영산천,1.721,21.8,7.0,9.2,3.8,10.2,23.4,230,2.530,1.231,0.263,0.146,0.089,7.8
2018,06,2018.06.12,영산천,0.297,23.4,7.3,5.5,2.1,11.2,14.5,360,3.989,2.721,0.107,0.153,0.052,8.7
2018,06,2018.06.19,영산천,1.404,24.0,7.8,9.3,3.0,9.4,17.8,192,2.673,1.780,0.062,0.208,0.118,7.5
2018,06,2018.06.26,영산천,0.365,25.2,7.0,8.3,2.8,9.8,12.6,358,2.885,1.799,0.016,0.102,0.009,7.7
2018,07,2018.07.04,영산천,0.973,25.1,7.3,10.6,2.4,9.6,25.4,262,3.330,2.293,0.101,0.208,0.130,7.4
2018,07,2018.07.10,영산천,0.408,28.5,7.6,9.1,2.8,10.1,20.1,333,4.432,3.463,0.008,0.186,0.085,6.7
2018,07,2018.07.18,영산천,0.904,29.7,7.5,8.0,5.6,9.4,15.7,234,3.530,2.305,0.064,0.302,0.215,7.6
2018,07,2018.07.24,영산천,0.218,30.5,7.1,9.2,3.7,7.7,12.9,292,3.547,2.356,0.021,0.133,0.034,5.6
2018,08,2018.08.07,영산천,0.177,28.9,7.0,9.2,1.4,7.4,25.3,348,4.046,3.265,0.008,0.080,0.027,5.7
2018,08,2018.08.14,영산천,1.241,28.9,7.3,11.8,2.4,8.6,18.5,179,1.671,0.965,0.031,0.178,0.088,6.3
2018,08,2018.08.22,영산천,0.265,29.4,7.6,10.2,1.6,6.8,10.2,286,3.680,1.291,0.009,0.059,0.023,5.3
2018,08,2018.08.28,영산천,3.403,24.5,7.0,7.4,2.3,10.2,30.1,191,2.075,1.493,0.054,0.277,0.159,7.0
2018,09,2018.09.05,영산천,2.221,25.1,7.1,7.7,2.7,8.1,44.7,198,2.818,1.934,0.077,0.212,0.152,6.5
2018,09,2018.09.12,영산천,0.537,21.7,7.4,9.4,3.2,6.4,7.3,353,6.150,5.409,0.634,0.164,0.113,4.6
2018,09,2018.09.18,영산천,0.384,24.7,7.4,9.2,3.6,7.2,8.1,362,5.846,4.239,0.470,0.203,0.131,4.2
2018,10,2018.10.02,영산천,0.404,20.1,7.3,10.1,1.0,5.7,6.1,318,6.211,5.648,0.015,0.197,0.145,4.6
2018,10,2018.10.10,영산천,0.732,19.7,7.3,9.5,2.2,7.0,7.2,283,4.534,3.942,0.186,0.180,0.110,5.7
2018,10,2018.10.17,영산천,0.435,15.9,7.3,11.3,1.7,5.5,20.3,315,5.754,4.936,0.392,0.190,0.075,4.6
2018,10,2018.10.23,영산천,0.444,15.2,7.5,10.9,1.9,6.2,4.2,414,5.801,5.495,0.111,0.140,0.075,5.8
2018,10,2018.10.30,영산천,0.366,15.6,7.3,11.6,1.9,6.1,6.6,346,6.833,5.986,0.661,0.306,0.242,5.0
2018,11,2018.11.06,영산천,0.466,13.5,7.2,8.7,1.7,5.7,2.6,361,7.289,6.571,0.429,0.260,0.170,5.0
2018,11,2018.11.13,영산천,0.553,10.5,7.6,12.5,1.5,6.3,4.0,364,5.127,4.643,0.145,0.195,0.146,5.8
2018,11,2018.11.21,영산천,0.337,9.8,7.4,11.9,4.0,5.2,7.5,357,7.571,6.179,0.629,0.294,0.228,4.8
2018,11,2018.11.27,영산천,0.389,10.7,7.3,10.2,2.6,5.4,3.4,358,7.239,5.971,0.560,0.231,0.170,4.8
2018,12,2018.12.04,영산천,3.263,13.3,7.3,9.4,6.6,14.5,66.3,265,4.977,3.628,0.611,0.471,0.301,10.8
2018,12,2018.12.13,영산천,0.421,5.9,7.4,13.5,1.5,4.4,5.4,349,8.361,7.397,0.708,0.319,0.273,4.3
2018,12,2018.12.18,영산천,0.477,4.4,7.8,14.2,1.3,3.9,4.3,411,9.027,7.399,0.808,0.235,0.194,4.0
2019,01,2019.01.16,영산천,0.393,3.8,7.5,12.9,2.3,5.0,8.6,381,10.559,7.875,1.012,0.405,0.296,4.4
2019,01,2019.01.23,영산천,0.421,6.3,8.0,14.6,1.9,4.7,5.9,399,9.752,7.503,0.739,0.262,0.202,4.3
2019,01,2019.01.30,영산천,0.362,6.1,7.7,14.3,2.5,5.5,11.9,398,10.024,8.068,1.313,0.432,0.364,4.8
2019,02,2019.02.12,영산천,0.380,5.9,7.8,16.5,1.5,5.5,5.8,373,9.002,7.750,0.503,0.417,0.354,3.9
2019,02,2019.02.20,영산천,0.469,6.1,7.2,12.9,3.1,8.2,14.0,354,6.621,5.140,0.780,0.289,0.215,7.0
2019,02,2019.02.26,영산천,0.352,8.1,7.7,13.1,2.6,5.8,17.2,376,8.563,6.795,0.973,0.344,0.307,5.4
2019,03,2019.03.07,영산천,0.338,9.3,7.8,12.2,3.0,6.1,6.1,393,9.368,7.000,0.934,0.493,0.385,4.4
2019,03,2019.03.13,영산천,0.351,8.5,7.1,16.9,3.2,6.7,21.7,368,7.642,5.812,1.081,0.331,0.254,4.9
2019,03,2019.03.22,영산천,0.363,11.6,7.7,11.0,3.5,7.6,25.4,367,7.229,5.205,1.000,0.292,0.204,5.5
2019,03,2019.03.27,영산천,0.315,11.4,7.6,11.7,5.1,7.4,74.2,403,9.233,6.862,1.962,0.372,0.260,5.1
2019,04,2019.04.04,영산천,0.302,12.6,7.0,13.1,3.1,6.5,46.1,396,7.771,6.236,0.836,0.372,0.239,4.8
2019,04,2019.04.10,영산천,1.472,11.1,7.4,12.5,5.9,12.2,61.2,295,5.757,4.186,0.653,0.378,0.185,8.7
2019,04,2019.04.24,영산천,0.269,19.2,7.5,8.4,2.5,6.8,33.2,427,5.265,4.264,0.327,0.213,0.116,5.1
2019,05,2019.05.03,영산천,0.393,19.4,7.4,10.3,2.7,7.7,14.5,353,5.439,4.371,0.302,0.245,0.170,5.3
2019,05,2019.05.09,영산천,0.235,21.1,9.0,13.8,4.6,8.1,25.4,371,5.169,4.274,0.104,0.229,0.104,5.9
2019,05,2019.05.15,영산천,0.210,23.7,8.3,9.9,2.2,7.0,19.5,421,4.437,3.804,0.046,0.136,0.049,5.1
2019,05,2019.05.23,영산천,1.691,20.6,7.2,9.7,5.6,12.0,47.6,234,1.826,1.177,0.409,0.289,0.092,7.7
2019,05,2019.05.30,영산천,1.777,19.8,7.3,8.3,4.3,9.7,65.3,235,2.553,1.865,0.318,0.267,0.074,7.9
2019,06,2019.06.05,영산천,1.529,24.0,7.6,9.8,6.1,12.7,34.4,266,2.399,1.623,0.267,0.219,0.089,7.8
2019,06,2019.06.13,영산천,1.556,23.7,7.3,7.6,4.1,12.0,35.7,206,2.022,1.395,0.285,0.136,0.053,6.5
2019,06,2019.06.20,영산천,0.443,22.8,7.0,10.0,2.5,10.4,17.2,288,3.513,2.494,0.236,0.119,0.080,6.8
2019,06,2019.06.28,영산천,0.688,24.6,7.5,7.8,5.7,11.6,80.8,304,3.618,2.263,0.489,0.165,0.083,11.6
2019,07,2019.07.04,영산천,0.624,28.0,7.4,8.9,2.3,9.5,66.0,356,3.481,2.835,0.205,0.150,0.072,12.6
2019,07,2019.07.12,영산천,1.146,21.1,7.1,9.6,2.6,9.2,39.3,227,2.384,1.500,0.157,0.105,0.060,7.2
2019,07,2019.07.17,영산천,0.574,26.7,7.7,8.8,2.5,6.7,28.1,341,2.697,2.114,0.051,0.080,0.039,6.3
2019,07,2019.07.26,영산천,0.499,28.3,7.7,8.5,1.1,7.5,124.3,378,4.034,3.443,0.042,0.172,0.048,6.9
2019,08,2019.08.08,영산천,1.383,28.6,6.6,7.9,1.6,7.4,10.8,196,0.952,0.838,0.054,0.096,0.064,5.6
2019,08,2019.08.14,영산천,0.555,28.5,7.0,7.4,1.7,7.1,37.4,279,1.986,1.732,0.084,0.127,0.096,6.7
2019,08,2019.08.21,영산천,1.661,23.3,7.1,9.0,1.7,6.1,14.8,176,0.881,0.773,0.029,0.099,0.042,6.1
2019,08,2019.08.30,영산천,0.331,25.6,7.1,8.2,1.4,6.6,13.2,334,3.545,2.991,0.070,0.089,0.071,5.6
2019,09,2019.09.18,영산천,0.414,25.9,7.8,10.5,3.3,7.1,12.1,406,5.808,3.309,1.584,0.204,0.127,5.1
2019,09,2019.09.27,영산천,0.559,23.1,7.5,9.5,1.9,5.4,9.9,309,4.042,3.393,0.081,0.113,0.074,5.3
2019,10,2019.10.08,영산천,0.730,21.4,7.0,8.8,1.9,6.3,19.5,372,4.564,3.518,0.346,0.186,0.117,3.9
2019,10,2019.10.23,영산천,0.427,16.0,8.7,12.5,1.7,5.4,5.0,351,5.575,4.465,0.087,0.113,0.077,3.9
2019,10,2019.10.31,영산천,0.318,14.5,6.7,11.2,1.8,4.8,4.9,434,6.700,5.271,0.286,0.121,0.055,4.4
2019,11,2019.11.06,영산천,0.385,15.6,7.6,10.9,1.8,5.2,7.1,373,6.093,5.076,0.226,0.142,0.126,4.4
2019,11,2019.11.15,영산천,0.374,10.3,7.5,14.7,1.2,4.9,4.9,381,6.266,4.995,0.318,0.158,0.126,4.3
2019,11,2019.11.20,영산천,0.456,11.5,6.5,13.1,1.9,5.7,6.0,482,7.224,5.177,0.644,0.189,0.152,4.8
2019,11,2019.11.27,영산천,0.352,11.5,6.9,11.4,1.8,4.9,2.8,379,6.702,5.317,0.524,0.127,0.087,4.2
2019,12,2019.12.03,영산천,0.467,7.9,7.1,12.2,2.2,6.5,6.4,394,6.129,5.022,0.414,0.153,0.110,5.5
2019,12,2019.12.09,영산천,0.468,6.8,7.7,13.9,1.6,4.7,3.1,398,8.062,6.426,0.534,0.131,0.097,4.2
2019,12,2019.12.16,영산천,0.377,9.9,7.4,11.8,1.3,4.3,3.2,384,7.783,6.278,0.574,0.117,0.093,3.7
2020,01,2020.01.13,영산천,0.415,8.6,7.6,16.7,2.5,5.1,3.8,331,7.253,5.259,0.977,0.139,0.109,4.2
2020,01,2020.01.13,영산천,0.415,8.6,7.6,16.7,2.5,5.1,3.8,331,7.253,5.259,0.977,0.139,0.109,4.2
2020,02,2020.02.06,영산천,0.408,4.8,7.7,13.9,1.4,5.1,2.9,355,8.279,6.858,1.283,0.137,0.109,3.4
2020,02,2020.02.14,영산천,0.509,9.9,7.1,12.0,4.1,6.7,10.0,368,6.990,5.654,1.135,0.149,0.103,4.8
2020,02,2020.02.27,영산천,0.451,11.9,7.8,13.4,1.8,13.7,4.1,337,7.398,6.872,0.392,0.180,0.128,7.3
2020,03,2020.03.05,영산천,0.427,10.9,7.8,14.1,1.3,5.2,4.1,351,7.833,6.842,0.805,0.243,0.196,4.9
2020,03,2020.03.12,영산천,0.528,8.1,7.5,14.2,2.4,6.2,12.2,332,6.994,5.908,0.668,0.252,0.188,4.5
2020,03,2020.03.19,영산천,0.361,15.8,7.6,13.8,1.7,6.3,10.2,355,6.589,5.513,0.422,0.103,0.049,5.0
2020,03,2020.03.25,영산천,0.424,17.8,7.9,13.9,2.1,6.2,7.1,379,6.612,5.686,0.268,0.113,0.074,5.1
2020,04,2020.04.02,영산천,0.301,18.5,8.3,13.5,2.2,6.8,5.1,340,5.663,4.697,0.186,0.107,0.066,5.0
2020,04,2020.04.08,영산천,0.283,17.4,8.6,12.7,2.0,7.2,6.8,364,6.119,5.243,0.453,0.120,0.066,4.9
2020,04,2020.04.16,영산천,0.287,19.3,8.3,12.2,2.2,8.2,5.9,377,6.212,5.120,0.383,0.215,0.149,4.9
2020,04,2020.04.22,영산천,0.227,17.4,7.1,10.5,1.4,7.0,14.8,377,4.967,4.313,0.105,0.092,0.046,4.9
2020,04,2020.04.29,영산천,0.244,17.6,7.5,10.1,1.6,7.6,16.8,382,4.816,4.175,0.282,0.090,0.058,4.9
2020,05,2020.05.07,영산천,0.265,23.1,8.2,11.6,7.5,13.6,22.5,341,5.017,3.931,0.191,0.144,0.052,7.9
2020,05,2020.05.13,영산천,0.265,21.7,7.1,10.2,2.0,8.9,19.8,365,4.336,3.609,0.087,0.090,0.036,5.8
2020,05,2020.05.20,영산천,1.692,16.9,7.1,9.4,3.0,10.0,40.8,194,2.701,1.649,0.277,0.175,0.063,6.7
2020,05,2020.05.27,영산천,1.588,21.0,6.9,10.2,3.2,9.4,32.8,200,2.529,1.409,0.259,0.169,0.074,6.5
2020,06,2020.06.03,영산천,1.794,21.9,6.8,8.6,2.1,9.5,28.1,188,2.550,1.527,0.254,0.140,0.056,6.7
2020,06,2020.06.10,영산천,1.530,26.6,7.2,8.4,2.7,10.3,18.3,177,2.063,1.055,0.208,0.143,0.084,7.3
2020,06,2020.06.17,영산천,1.897,24.4,6.9,8.7,4.1,10.0,31.7,218,2.953,1.742,0.349,0.159,0.096,7.0
2020,07,2020.07.09,영산천,1.458,26.5,7.4,7.4,3.4,9.0,17.7,263,2.973,2.339,0.044,0.123,0.051,6.8
2020,07,2020.07.21,영산천,0,26.7,7.8,8.0,2.4,8.1,63.6,236,3.945,3.308,0.182,0.197,0.124,5.2
2020,08,2020.08.20,영산천,1.533,28.3,7.2,8.0,3.8,8.2,26.1,202,2.708,1.716,0.197,0.215,0.142,5.2
2020,09,2020.09.04,영산천,2.520,25.7,7.0,7.9,3.1,8.9,118.2,185,3.498,2.237,0.503,0.284,0.190,7.1
2020,09,2020.09.10,영산천,4.156,24.0,6.8,7.9,3.6,13.3,238.6,142,2.418,1.551,0.184,0.342,0.186,12.2
2020,09,2020.09.16,영산천,0.987,24.7,7.2,8.9,2.6,7.5,74.4,286,5.606,4.147,0.861,0.188,0.126,4.6
2020,09,2020.09.23,영산천,0.752,23.2,8.7,11.1,4.0,7.9,15.4,323,5.969,4.774,0.312,0.182,0.117,5.1
2020,10,2020.10.07,영산천,0.528,22.8,8.3,10.1,2.1,6.2,10.5,345,7.140,5.580,0.330,0.232,0.169,3.8
2020,10,2020.10.14,영산천,0.404,19.1,8.3,12.5,1.2,5.3,6.5,338,6.177,5.378,0.253,0.146,0.106,3.0
2020,10,2020.10.21,영산천,0.442,19.6,7.3,13.4,1.4,4.6,5.3,349,7.844,6.560,0.333,0.230,0.182,3.3
2020,10,2020.10.28,영산천,0.440,16.9,7.3,10.3,1.3,4.7,5.3,356,6.699,6.136,0.209,0.207,0.171,2.9
2020,11,2020.11.04,영산천,0.370,14.7,7.7,12.3,0.9,4.6,5.1,360,8.014,6.950,0.606,0.262,0.221,2.8
2020,11,2020.11.11,영산천,0.356,14.3,7.3,13.9,1.5,4.3,3.7,377,8.281,7.106,0.795,0.310,0.253,2.9
2020,11,2020.11.18,영산천,0.463,20.3,7.8,10.6,1.5,6.4,6.9,313,6.297,5.366,0.273,0.236,0.176,3.7
2020,11,2020.11.25,영산천,0.416,11.8,7.5,13.1,1.6,4.7,7.9,369,8.364,6.916,0.585,0.358,0.294,2.8
2020,12,2020.12.04,영산천,0.382,11.6,7.8,11.8,1.2,4.9,8.2,405,9.134,7.720,0.772,0.368,0.304,2.8
2020,12,2020.12.09,영산천,0.416,11.1,7.6,11.7,1.4,4.2,4.9,376,9.923,8.110,1.163,0.359,0.296,2.4
2020,12,2020.12.17,영산천,0.499,8.0,7.6,13.5,2.2,4.4,6.0,375,9.987,8.032,1.251,0.338,0.258,2.4
2021,01,2021.01.27,영산천,0.524,11.3,7.6,13.6,2.3,6.9,12.1,366,5.768,5.103,0.475,0.159,0.105,3.9
2021,02,2021.02.03,영산천,0.589,8.3,7.4,14.7,1.1,5.1,6.3,378,7.601,6.340,0.704,0.213,0.137,3.8
